	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
LEPROT	2.109207932	2.030618879	2.001966573	2.189142545	2.012012071	1.997459471	2.149504516	2.085092641	2.042021457	2.099801584	2.00725166
LEPROTL1	0.840604723	0.922575164	0.713767277	0.888740822	0.821592524	0.893690549	1.016298662	0.786028795	0.942822761	0.838554681	0.983601384
LETM1	0.187404814	0.099298975	0.146053512	0.137801237	0.174535878	0.133863678	0.160741384	0.148069591	0.179758259	0.14740755	0.178436122
LETMD1	0.949449489	0.993381275	0.973370314	1.092615704	0.961519159	0.982807305	0.974606984	1.017017242	0.992053423	1.010494388	1.090079625
LFNG	-0.11473717	-0.121158346	-0.067167358	-0.051674726	-0.007562807	-0.078914035	-0.162482828	-0.172631284	-0.217352407	-0.186421635	-0.1388407
LGALS1	3.31826961	3.277437184	3.173626065	3.221147644	3.140298452	3.220393368	3.28639231	3.409706678	3.314178186	3.254411344	3.09891722
LGALS13	-0.234753914	-0.214260888	-0.336602988	-0.16947624	-0.195710838	-0.220246759	-0.219180439	-0.293141055	-0.354952893	-0.372254707	-0.286630958
LGALS14	-0.241350224	-0.262883238	-0.279482383	-0.212460811	-0.296660678	-0.262783554	-0.260729699	-0.259557138	-0.294759979	-0.298734328	-0.223331317
LGALS2	0.031501627	-0.015626608	-0.038428402	-0.020611373	0.000761677	0.008589357	-0.096143076	-0.072527166	-0.032541466	0.023290925	0.038676102
LGALS3	2.680132687	2.687433586	2.689982966	2.670258671	2.623367429	2.647020042	2.604147404	2.808842734	2.764398992	2.668444648	2.705717757
LGALS3BP	1.456392251	1.493446164	1.752593703	1.591628507	1.758160725	1.744324282	1.465403304	1.377438143	1.39990589	1.467440315	1.600348696
LGALS4	0.016100386	-0.102060656	-0.062243422	0.110901718	0.049355302	-0.034319664	0.074168426	0.022125558	-0.065111212	-0.192553689	-0.089568379
LGALS8	0.744181061	0.679067163	0.749435319	0.629777311	0.707127655	0.758922644	0.674148885	0.66174607	0.683362018	0.616574244	0.758866681
LGALS9	-0.078709543	-0.035075202	-0.013815888	-0.023211355	0.019541867	0.020005614	0.04767006	-0.001763321	-0.066821858	-0.009819662	-0.095998943
LGI1	-0.170431764	-0.228351007	-0.239628537	-0.189900785	-0.289471792	-0.263002818	-0.268356639	-0.293333704	-0.294948824	-0.313237369	-0.279972572
LGI2	-0.102920301	-0.0731809	-0.129807085	-0.124298657	-0.085685055	-0.087185309	-0.138753954	-0.138529288	-0.100445441	-0.119110061	-0.148336223
LGMN	0.480410507	0.470032488	0.492797516	0.480570824	0.591364084	0.556723279	0.509712035	0.527902016	0.458797349	0.482060673	0.579988628
LGR4	0.701932726	0.740473678	0.752385589	0.737231942	0.778515607	0.65160244	0.838186557	0.576100884	0.614182643	0.518266121	0.862499216
LGR5	-0.14455244	-0.150764917	-0.185206306	-0.285449519	-0.23377204	-0.202262869	-0.226059498	-0.25357521	-0.288233053	-0.23248973	-0.256515333
LGSN	-0.286761382	-0.207397185	-0.222455583	-0.265246723	-0.233294862	-0.181601507	-0.189579303	-0.190796792	-0.263600079	-0.352352493	-0.277882566
LHB	-0.000109524	0.063150271	0.002429618	-0.03217372	-0.024780478	-0.07979795	-0.035833845	-0.061887087	-0.036790505	-0.124519049	-0.09551153
LHCGR	-0.229333783	-0.133942804	-0.303144732	-0.316096801	-0.257389324	-0.17188397	-0.251702251	-0.206006698	-0.149541356	-0.107346221	-0.191323531
LHFP	1.034035765	0.998346362	0.798909505	1.006107878	1.020809892	1.021259205	1.138809356	1.021290597	0.945046127	0.923493821	1.177927229
LHFPL2	0.755462635	0.772803037	0.74633326	0.846624676	0.856628034	0.748274804	0.884800451	0.753460182	0.845462674	0.825638882	0.801552265
LHPP	0.251840654	0.106223448	0.082007526	0.144003444	0.143560226	0.100120265	0.126206691	0.124404049	0.002169944	0.018263684	0.004451611
LHX	0.480978076	0.424458391	0.384310842	0.368392207	0.361974973	0.374884374	0.4751569	0.361057854	0.407190588	0.372370397	0.387423069
LHX1	-0.015936538	-0.09396716	-0.076953957	-0.113985112	-0.122626176	-0.039624591	-0.121275883	-0.05259801	-0.070959113	-0.13089214	-0.09097189
LHX2	-0.222986321	-0.142155387	-0.205511957	-0.182055268	-0.177836475	-0.18541345	-0.213003875	-0.182893521	-0.136774607	-0.216354952	-0.171803705
LHX3	-0.146540933	-0.15186702	-0.090222319	-0.103578918	-0.117941615	-0.057653616	-0.168347945	-0.179933439	-0.15158876	-0.233488351	-0.180226347
LHX5	-0.217258285	-0.111244146	-0.136882614	-0.025273813	-0.176020199	-0.187097026	-0.178042014	-0.165980207	-0.10592589	-0.132823053	-0.137982337
LHX6	0.112836621	0.147061092	0.027747819	-0.016897987	0.04816701	0.03611989	0.017525727	0.025314732	0.083563682	-0.027026967	-0.034938216
LIAS	0.166575585	0.239863458	0.29058909	0.193159079	0.16508256	0.147814314	0.30631531	0.137707031	0.239606855	0.190189564	0.264749768
LIF	1.114044156	1.06743996	1.147079004	1.353944063	1.473032137	1.158215353	1.12263391	0.795058109	0.926999585	1.086358978	1.257887591
LIFR	-0.157624069	-0.193840185	-0.135805072	-0.16106619	-0.129442412	-0.22630873	-0.191834815	-0.056401156	-0.178817963	-0.161482225	-0.103136033
LIG1	0.276641291	0.464371806	0.211592407	0.195227481	0.098567439	0.191273703	0.166086678	0.213014185	0.211735108	0.130625087	0.147704468
LIG3	0.063129812	0.10337773	0.039320448	0.058729791	0.081119401	0.058516652	0.089484446	0.01804279	-0.004468907	0.004420567	0.060530392
LIG4	0.417530508	0.352636223	0.387050785	0.345370574	0.370133613	0.356221658	0.396371935	0.32178998	0.366700181	0.376287325	0.519815571
LILRA1	-0.301465305	-0.179355534	-0.194552975	-0.162955779	-0.243915373	-0.218962475	-0.251050782	-0.127356784	-0.227158571	-0.169156026	-0.154675639
LILRA2	-0.060360339	-0.11512666	-0.071945878	-0.086804902	-0.110648711	-0.074164651	-0.086156934	-0.118584713	-0.050208314	-0.035235824	-0.0985807
LILRA3	-0.136352084	-0.09933504	-0.126974762	-0.198448613	-0.058979442	-0.190279372	-0.088069235	-0.092105745	-0.178453315	-0.029974252	-0.23873717
LILRA4	-0.081194301	-0.087812297	-0.120667983	-0.112511019	-0.190053055	-0.101269589	-0.054111621	-0.099814011	-0.101239866	-0.097502849	-0.151398632
LILRA5	-0.328716923	-0.11568499	-0.28810775	-0.296676584	-0.354008041	-0.286867639	-0.278911404	-0.272592841	-0.308216241	-0.337990744	-0.295420602
LILRB1	-0.536152959	-0.327213287	-0.236251488	-0.179622188	-0.277918816	-0.101594612	-0.170607775	-0.280241132	-0.325323135	-0.247390404	-0.327422708
LILRB2	-0.165626468	-0.223114961	-0.199191087	-0.187044159	-0.202653708	-0.101042914	-0.099532214	-0.176316302	-0.117012945	-0.289202819	-0.184515731
LILRB3	0.362487496	0.288986384	0.260309617	0.303863833	0.250233431	0.231268224	0.241648529	0.189164717	0.210481804	0.249709877	0.209991833
LILRB4	-0.003418799	0.085282363	0.015409979	0.006885259	-0.030027114	-0.018891431	-0.100590161	-0.060793818	-0.090084016	-0.052758064	-0.117913495
LILRB5	-0.253024898	-0.197909921	-0.302182623	-0.267571353	-0.290620428	-0.308831321	-0.284026938	-0.128611137	-0.233999887	-0.251016571	-0.216454117
LILRP2	-0.254378552	-0.186105264	-0.25898743	-0.281489289	-0.245825366	-0.201401326	-0.200938436	-0.185164162	-0.318487275	-0.161213976	-0.276027938
LIM2	-0.297983183	-0.215031089	-0.246393008	-0.156192008	-0.232988204	-0.293670459	-0.259258313	-0.181979662	-0.329249701	-0.185211469	-0.2516579
LIMA1	2.726448337	2.701970922	2.906635258	2.831620614	2.81066778	2.86013435	2.962214338	2.685327	2.839657386	2.643526872	2.643914355
LIMCH1	0.063497798	0.045818216	0.131324824	0.064600182	0.096380249	0.100175596	0.064017993	0.018841375	0.03566071	0.065504566	0.086703622
LIMD1	0.197327742	0.175284239	0.081371559	0.075386859	0.221609048	0.1004522	0.09731019	0.110953764	0.035207135	0.094424123	0.182615342
LIMD2	-0.12052445	-0.022186579	-0.076705189	-0.151173251	-0.09491559	-0.154236775	-0.121613197	-0.061424786	-0.044082267	-0.092951456	-0.085590111
LIME1	0.161100331	0.133357026	0.112997803	0.173187372	0.191195478	0.107855965	0.152215576	0.081593397	0.069974575	0.18210105	0.149186387
LIMK1	-0.033292936	0.002277493	-0.036950465	-0.06914709	-0.039794356	-0.074782375	-0.086735498	-0.001605445	0.013431971	-0.010653717	-0.01327504
LIMK2	1.21191365	1.197426057	1.141245606	1.230070411	1.231056272	1.168279075	1.176582181	1.088563934	1.077204936	1.050798878	1.210200276
LIMS1	1.735509913	1.494733751	0.820905364	1.089161954	0.913120608	0.909003453	0.881598063	1.244495702	0.866073389	1.235731823	1.163927353
LIMS2	-0.099586254	-0.211053868	-0.119638286	-0.178499242	-0.172692593	-0.13581042	-0.120463014	-0.069389308	-0.147916941	-0.09693057	-0.159620985
LIN28A	-0.11195682	-0.151774585	-0.110460199	-0.096574903	-0.137954563	-0.264884025	-0.179814771	-0.238175809	-0.120225318	-0.231147453	-0.154753745
LIN37	0.487927531	0.469985611	0.523750582	0.559474195	0.526424332	0.453254478	0.466184571	0.492685685	0.458642763	0.491930768	0.587188321
LIN7A	-0.243574537	-0.191711149	-0.269002408	-0.196773504	-0.216801485	-0.161137319	-0.18219012	-0.182532658	-0.170746283	-0.23077758	-0.199130856
LIN7B	-0.139316401	-0.131586029	-0.016378476	-0.066042476	-0.125048912	-0.11051442	-0.067035999	-0.039016807	-0.096699133	-0.078857845	0.013165983
LIN7C	0.401480702	0.444400951	0.317717682	0.413864029	0.344648492	0.403407554	0.352003337	0.397659908	0.424411413	0.385728833	0.399894189
LIPA	1.726565162	1.622981535	1.741484662	1.648292687	1.686622845	1.856693149	1.74366143	1.714633611	1.914665977	1.807365841	1.844142755
LIPC	-0.25135537	-0.226204115	-0.195132772	-0.185625003	-0.273738394	-0.196618724	-0.213751844	-0.144101221	-0.247978985	-0.22751097	-0.214080604
LIPE	-0.086005707	-0.044604004	-0.119021845	-0.07739113	-0.075524958	-0.117387286	-0.102789874	-0.091135554	-0.056368782	-0.069050097	-0.101886357
LIPF	-0.160717041	-0.159640523	-0.201309128	-0.21796174	-0.21706948	-0.122374826	-0.173655194	-0.171586918	-0.241237426	-0.208092596	-0.178808928
LIPG	1.531698455	1.514314047	1.456584305	1.805109074	1.571763164	1.587937001	1.549964405	1.379042377	1.423807131	1.562723171	1.643252436
LIPT1	0.274327623	0.29409199	0.354777383	0.262373717	0.309227446	0.274361255	0.258114268	0.324429163	0.374727959	0.322375668	0.420484412
LITAF	1.580974579	1.534176807	1.569174641	1.509500706	1.480284535	1.506573992	1.484427555	1.47601616	1.467327022	1.55023747	1.465349823
LLGL1	0.194621024	0.205900125	0.157749619	0.139010866	0.165875902	0.15708426	0.19607869	0.048844013	0.029038965	0.001231437	-0.001861311
LLGL2	1.187555134	1.336885949	1.409195781	1.311583022	1.395304163	1.384658575	1.264455597	1.124582152	1.261424105	1.38914299	1.482207497
LMAN1	0.863158315	1.023215932	0.82218164	0.910393922	0.904409356	1.10979773	0.959895348	0.907083864	1.0499766	1.077869308	1.087476246
LMAN1L	-0.278297055	-0.180498215	-0.191114263	-0.201955721	-0.187428084	-0.016149828	-0.222397272	-0.180196198	-0.167130128	-0.196260407	-0.152941568
LMAN2	1.235157474	1.283123367	1.096513559	1.200798854	1.174904916	1.216969086	1.2008262	1.283506328	1.208786262	1.260982259	1.204021119
LMAN2L	0.693972012	0.573246064	0.679485397	0.478583802	0.559613299	0.644091339	0.692231278	0.608858955	0.590639235	0.616701893	0.650839898
LMBR1L	0.410089508	0.387972085	0.46281459	0.326623286	0.488846853	0.351625896	0.399674627	0.316634131	0.246688201	0.290265214	0.423686862
LMBRD1	1.602788915	1.619905243	1.656564984	1.74146239	1.696615703	1.898450514	1.764179488	1.666852196	1.823897872	1.792540239	1.896301826
LMCD1	0.14144988	0.143315655	0.14908494	0.177409739	0.136204243	0.147742169	0.15489629	0.066037538	0.131405653	0.080725976	0.10643949
LMF1	0.300024069	0.369049039	0.331925547	0.316287662	0.371920848	0.358233933	0.275910316	0.280551904	0.318445703	0.304975356	0.425804623
LMF2	0.918885636	0.874149023	0.978952848	0.945671658	0.985005259	1.027381964	1.019437218	0.675022704	0.720574321	0.745842039	0.879110337
LMNA	1.151319664	1.238715001	0.981031932	1.048552078	1.158508435	0.936481564	1.040540646	1.118829815	0.880625284	0.912592428	0.903223876
LMNB1	0.159003005	0.142544631	0.16564745	0.104914318	0.180222348	0.211302222	0.188407445	0.18444603	0.257434435	0.091213697	0.241905554
LMNB2	0.415871147	0.458205353	0.364811009	0.582804953	0.409298649	0.354632684	0.353407144	0.331482454	0.278990673	0.316280283	0.287163845
LMO1	-0.106122399	-0.085688353	-0.154656676	-0.126183238	-0.148954317	-0.170621373	-0.13487759	-0.090271861	-0.099102687	-0.167279919	-0.153466043
LMO2	-0.06017643	-0.108799765	-0.15100618	-0.10163367	-0.155624835	-0.091828073	-0.062633881	-0.134092816	-0.072910992	-0.240550903	-0.108250965
LMO3	-0.128029049	-0.214225532	-0.155631238	-0.198044342	-0.177944285	-0.173290237	-0.110519954	-0.263451583	-0.114386029	-0.147984655	-0.210371072
LMO4	0.456946147	0.439074149	0.440316491	0.458686973	0.513948454	0.451975505	0.516841465	0.451386406	0.478700573	0.412788208	0.491313448
LMO7	-0.03197111	-0.058245735	-0.135185942	-0.102744156	-0.084284505	-0.07465935	0.010788089	-0.07207081	-0.052435602	-0.030764168	-0.034253069
LMOD1	-0.094239646	-0.096239811	-0.121525482	-0.049981975	-0.10587311	-0.120812227	-0.1048377	-0.103618568	-0.131653225	-0.098485607	-0.116782578
LMTK2	-0.116251665	-0.072651938	-0.048859634	-0.100293339	-0.03464721	-0.024952322	-0.045120448	-0.083852726	-0.163440884	-0.212861823	-0.157212741
LMX1B	-0.057203135	-0.041596211	-0.064813985	-0.058381757	-0.069935043	-0.075045961	-0.074084233	-0.114705922	-0.09202424	-0.048598702	-0.067136049
LNPEP	0.177885273	0.143885603	0.096833563	0.11470775	0.104017295	0.203494796	0.057269899	0.125155626	0.245705659	0.116808472	0.322183331
LOC100128640	-0.070781551	-0.138271793	-0.118405756	-0.269336962	-0.258932345	-0.123271907	-0.23767145	-0.097869693	-0.123166442	-0.221241489	0.02055138
LOC100129250	0.172675627	0.222748247	0.119789374	0.141084525	0.157352831	0.101983123	0.202843611	0.137968936	0.064883294	0.097051842	0.123071553
LOC100129973	-0.095148238	-0.117061445	-0.083477275	-0.164964746	-0.112095652	-0.143384203	-0.138206704	-0.170917807	-0.078993036	-0.165185104	-0.132154431
LOC100130100	-0.084346704	-0.009967317	0.079667199	-0.011510874	-0.02030342	0.014560325	-0.008069019	0.038045838	0.009924825	0.138231969	-0.071854309
LOC100130331	-0.177469805	-0.144085409	-0.19615264	-0.145008206	-0.179695153	-0.118705204	-0.134009801	-0.106338989	-0.193882553	-0.134745255	-0.188382598
LOC100131825	-0.184898453	-0.153894742	-0.158824897	-0.185731348	-0.235535818	-0.219989667	-0.179222494	-0.230777186	-0.273891783	-0.179129748	-0.221390669
LOC100134713	-0.096084397	-0.121181304	-0.09278129	-0.077130486	-0.101992337	-0.075943517	-0.108212572	-0.024781078	-0.088983267	-0.070122544	-0.096073323
LOC100287841	-0.104193115	-0.164128691	-0.112882403	-0.178660401	-0.114126568	-0.077674896	-0.10251789	-0.133130548	-0.187250861	-0.04508996	-0.110807706
LOC100288413	0.312679566	0.324814537	0.377970481	0.316941602	0.413553428	0.577000446	0.402329079	0.3231096	0.297902267	0.257796769	0.40131166
LOC100499177	1.190052129	1.189233169	1.342766755	1.337051243	1.372505777	1.084735841	1.219947193	1.146478917	1.337059423	1.265174922	1.492674798
LOC100505480	-0.161550101	-0.09848551	-0.137117352	-0.22311944	-0.176696123	-0.169247234	-0.098525434	-0.114910056	-0.162575477	-0.202593325	-0.225090479
LOC100505487	0.059148012	0.18119561	0.200487023	0.074840127	0.14880756	0.17894289	0.182953425	0.112627318	0.192847734	0.177281757	0.158668325
LOC100505593	-0.13466242	-0.087537198	-0.072545416	-0.102042711	-0.164580571	-0.129336861	-0.115459541	-0.11385072	-0.192270594	-0.185900925	-0.102753158
LOC100505599	-0.126472436	-0.076227177	-0.032844714	0.303705208	0.050945448	-0.012244288	0.026027423	0.040651317	0.046192058	0.007771985	0.023894329
LOC100505650	-0.142212645	-0.202078507	-0.16237186	-0.167263428	-0.188797543	-0.171025299	-0.221929475	-0.240474403	-0.250589849	-0.140600923	-0.226581687
LOC100505761	0.070189755	0.189030105	0.008506703	0.042223274	0.088960366	0.030966629	0.053414641	0.12529701	0.091380356	0.030790407	0.097515983
LOC100505763	0.08994098	-0.109242476	0.166593432	0.079368063	-0.046730007	0.042087978	0.062477473	-0.34728302	-0.353554443	-0.13326136	-0.105506737
LOC100505818	0.329072006	0.415936221	0.343914491	0.339311033	0.359551902	0.309021626	0.354512546	0.247700453	0.17025677	0.028130379	0.176268372
LOC100505870	-0.122540069	0.081310436	-0.149963642	-0.156941316	-0.136036201	-0.096201332	-0.113882069	-0.124603271	-0.090363383	-0.095287745	-0.137052676
LOC100505879	-0.052507856	-0.021450742	-0.038595838	-0.016901007	-0.025942609	-0.088970692	-0.016275887	0.005498694	-0.017810203	-0.084908048	-0.017090716
LOC100505933	-0.183508875	-0.180428975	-0.20568761	-0.133052611	-0.208732393	-0.197359067	-0.211446932	-0.168314763	-0.251457849	-0.284516646	-0.213552641
LOC100505960	-0.253910274	-0.181942068	-0.178616327	-0.315737692	-0.286821419	-0.178708159	-0.200097943	-0.102415639	-0.198461812	-0.13322413	-0.169437027
LOC100506124	-0.0521207	-0.100616194	0.026754392	-0.144887898	-0.049292696	-0.045807868	-0.067750239	-0.065626114	-0.171913841	-0.096039558	-0.082453709
LOC100506168	1.767753622	1.647882896	1.871656828	1.719201779	1.88239958	1.665493106	1.686453942	1.713743525	1.732242763	1.776879437	2.087438724
LOC100506190	-0.146722577	-0.148390789	-0.173963454	-0.085353627	-0.17127782	-0.197142211	-0.171926684	-0.216941468	-0.142269221	-0.150157837	-0.128032867
LOC100506298	-0.20132173	-0.172967401	-0.211537447	-0.036297047	-0.182641033	-0.171023156	-0.066205517	-0.230674065	-0.224104872	-0.280566617	-0.183809478
LOC100506358	-0.285994574	-0.268183742	-0.231671576	-0.242771751	-0.335713325	-0.229204521	-0.275667812	-0.215701149	-0.321886072	-0.262354638	-0.308728144
LOC100506364	-0.249558874	-0.202404529	-0.118323065	-0.328254074	-0.231653869	-0.091703745	-0.15684216	-0.168164107	-0.106020112	-0.009966135	-0.037430133
LOC100506469	1.312361818	1.368213054	1.418273315	1.341612807	1.57424508	1.451885167	1.392880905	1.214049898	1.34159134	1.318486195	1.38154166
LOC100506504	-0.159021821	-0.061213451	-0.180763599	-0.217539901	-0.181901903	-0.228176381	-0.240491111	-0.125977633	-0.188398137	-0.217718006	-0.199216008
LOC100506571	-0.104241315	-0.070706049	-0.124618889	-0.08652346	-0.08400332	-0.074988023	-0.096448195	-0.071498167	-0.14885955	-0.163023959	-0.14901645
LOC100506603	0.013417038	0.018276607	0.012172047	-0.04814911	0.002198358	0.000705217	0.0455894	-0.095124602	-0.060610564	-0.047920676	-0.034690146
LOC100506653	1.2186382	1.209474066	1.319427901	1.277998646	1.443984884	1.34138921	1.190182626	1.27883202	1.426944254	1.423577838	1.726204114
LOC100506894	-0.060240754	-0.009411598	0.080694628	-0.009818221	-0.040170049	-0.09887722	-0.027097398	-0.067181677	-0.054515766	-0.061695297	0.04828867
LOC100506935	-0.009614291	0.14225668	0.10970561	-0.002672625	0.112746827	0.003891862	0.002545498	-0.025796823	0.100411208	0.005865072	0.189042216
LOC100506963	0.182550402	0.225116204	0.082873231	0.082255066	0.092823575	0.068434885	0.076389498	0.165693438	0.146184256	0.079533409	0.213988085
LOC100506972	-0.158535475	-0.100759147	-0.114886388	-0.129354243	-0.113393752	-0.071417761	-0.130205626	-0.130839956	-0.077693626	-0.097725295	-0.071132914
LOC100506979	-0.033408638	-0.178369686	-0.163737212	-0.124955786	-0.186806465	-0.099933369	-0.072427023	-0.087217454	-0.231120177	-0.133702224	-0.133510865
LOC100507009	0.004451246	0.014539337	0.054565397	0.081691395	0.095209386	0.003683314	0.077520619	-0.083773613	-0.012152027	-0.05618437	0.033720521
LOC100507010	-0.10670725	-0.139420565	-0.199935174	-0.179009726	-0.192334328	-0.186810886	-0.148976164	-0.15986975	-0.194127449	-0.100732347	-0.1886367
LOC100507164	0.01251148	0.045465963	0.019625086	0.006136296	0.034988253	-0.029649045	-0.031479171	-0.133234106	-0.080055959	-0.171012437	-0.087307844
LOC100507176	0.584310295	0.518969135	0.556827408	0.612567807	0.704043655	0.544514154	0.511737974	0.284097299	0.384067135	0.443400998	0.664625497
LOC100507182	-0.233552377	-0.222822386	-0.277981945	-0.307855546	-0.224088938	-0.207500122	-0.156001929	-0.237287478	-0.241485609	-0.236941422	-0.217013709
LOC100507192	-0.214663525	-0.177328617	-0.208597361	-0.251530934	-0.160858513	-0.259600132	-0.238138378	-0.167058957	-0.127229903	-0.145909075	-0.230376822
LOC100507229	-0.09175662	-0.101560387	-0.23318291	-0.178647844	-0.137128183	-0.198081641	-0.182323281	-0.211786496	-0.211802404	-0.245790021	-0.174847939
LOC100507314	0.614309889	0.605431568	0.714920856	0.622614056	0.795538954	0.6780691	0.649237893	0.468493396	0.530379511	0.568615632	0.753870923
LOC100507315	0.061079216	-0.027393794	0.083706984	-0.027983962	0.000188584	0.055863216	-0.018290537	0.100087524	0.056241116	-0.029428478	0.013352772
LOC100507328	0.864676081	0.633677917	0.734127546	0.639838878	0.604473913	0.867623758	0.732417704	0.634712947	0.547115728	0.613483202	0.718648269
LOC100507331	-0.007811272	-0.081037984	-0.028986384	-0.059481865	-0.016250704	-0.055127931	-0.067846258	0.023792334	-0.071175786	-0.110748414	-0.02688863
LOC100507397	-0.024195952	-0.104913205	-0.125215292	-0.270340085	-0.254046977	-0.315224588	-0.231752202	-0.395494521	-0.356263965	-0.154061213	-0.316534013
LOC100507424	-0.007817108	0.004536806	0.064898832	0.084475557	-0.024271255	0.02860302	-0.027607578	0.042039918	-0.075712324	-0.026799685	-0.00576924
LOC100507442	-0.078609885	-0.172350628	-0.073068112	-0.139634872	0.012477124	-0.119436104	-0.142871071	-0.078114203	-0.162412195	-0.198620467	-0.081502212
LOC100507502	-0.07848215	-0.091048905	-0.07764073	-0.054717271	-0.055143412	-0.031092548	0.050763241	-0.029686049	-0.084388988	-0.050119003	-0.092052526
LOC100507573	-0.155754801	-0.004643459	0.112988294	0.132755466	0.144821575	0.178251132	0.127009656	-0.076769829	0.112338334	-0.255008899	0.252232015
LOC100507577	0.2416259	0.220287637	0.331279905	0.21984467	0.315692815	0.198135464	0.218300172	0.181266585	0.137690433	0.236361605	0.376658999
LOC100507605	-0.302795804	-0.178196265	-0.265362552	-0.28769114	-0.197553289	-0.303521977	-0.234332802	-0.271647935	-0.242131146	-0.228407085	-0.249387459
LOC100507619	0.316642887	0.377611505	0.320145187	0.274398332	0.387662975	0.28897896	0.301779614	0.350598847	0.336974855	0.315965753	0.489349583
LOC100507620	0.18757531	0.174555536	0.254647688	0.206245928	0.188417385	0.120088393	0.199268605	0.101918155	0.129786879	0.050251997	0.13441156
LOC100507630	-0.166111964	-0.089215463	-0.075644047	-0.07232111	-0.141552313	-0.093821517	-0.110842164	-0.117244708	-0.084473138	-0.080623556	-0.141384325
LOC150759	0.041877009	0.136788115	0.151980355	-0.103959069	0.106344834	-0.106357895	-0.117563874	0.006412523	7.6921e-05	-0.156674817	0.210230917
LOC151162	0.922126711	1.077599254	1.114948004	1.02102377	1.000269923	1.103894512	1.028965294	0.758089816	0.757564489	0.82156385	0.990877161
LOC157627	-0.039544384	0.106835142	-0.059324458	-0.105302627	-0.172995801	-0.008121342	-0.019529263	0.028365396	-0.096406389	-0.060358966	-0.099874622
LOC1720	-0.068218997	-0.16554097	0.002800567	-0.096052549	-0.079448995	-0.041945928	-0.075739674	-0.081948551	-0.089225346	0.010764485	-0.106919308
LOC282997	-0.071173096	-0.110160758	-0.04537046	-0.083292291	-0.033936166	-0.000762347	0.013137203	-0.208134917	-0.117824788	-0.108778107	-0.110001995
LOC339290	0.041700391	-0.075102919	0.053064574	0.068893447	0.048959904	0.014412882	-0.004878094	0.0325362	0.077756309	0.0761849	0.098812874
LOC339524	-0.166723344	-0.196337081	-0.139988545	-0.186335588	-0.196909133	-0.21735179	-0.22049084	-0.150222598	-0.179397214	-0.2130939	-0.104769148
LOC388796	0.610914439	0.525966811	0.411303337	0.533965266	0.545427883	0.459839507	0.503267944	0.584546936	0.644020014	0.686417003	0.812748698
LOC390940	-0.056791989	-0.037037166	-0.110012198	-0.146185002	-0.052006636	-0.021586552	-0.036528105	-0.014907642	-0.049981886	-0.128667025	-0.119063415
LOC400084	-0.151662912	-0.033411762	0.000107473	-0.106238418	-0.135655269	-0.115894855	-0.091149054	-0.022997805	-0.050366352	-0.086261785	-0.124872696
LOC440434	0.287995905	0.374223292	0.322734028	0.224659309	0.713079989	0.386657983	0.3659347	0.455840468	0.235195994	0.315282375	0.966618955
LOC441601	-0.109608033	0.083006599	-0.086529649	-0.195568598	-0.151834791	-0.089710702	-0.144530717	-0.128797813	-0.254849869	-0.233937658	-0.205271676
LOC51145	-0.120215458	-0.127643815	-0.12444475	-0.079826931	-0.203166523	-0.226904343	-0.104234758	-0.209586601	-0.20785294	-0.212803143	-0.195288599
LOC55908	-0.294917234	-0.283032664	-0.267457497	-0.269939048	-0.232421268	-0.206361769	-0.20296071	-0.331841202	-0.274926422	-0.292670772	-0.314472844
LOC728392	0.613058405	0.716199472	0.680643067	0.792800075	0.837350212	0.682894839	0.69532398	0.543150771	0.578328998	0.648687951	0.831504982
LOC729164	-0.024154113	-0.026625011	0.002306458	0.013649069	-0.028766997	0.129489966	0.000781141	0.000358135	0.054150001	-0.007669706	0.080769325
LOC729799	0.035963534	0.170430155	0.144518906	0.005018817	0.193347791	0.0495663	0.028304276	0.043189095	0.054809997	0.036167772	0.144029486
LOC730101	-0.048201878	-0.052686216	-0.05065962	0.016335382	0.004446463	0.018527076	-0.031113136	-0.04666206	-0.054721074	-0.048823703	0.036735757
LOC730227	-0.231112735	-0.266808843	-0.342561919	-0.372118009	-0.3242472	-0.29214211	-0.213328741	-0.138317406	-0.23597789	-0.20675524	-0.246186798
LOC79015	-0.037921352	-0.056008417	-0.121281846	-0.212206341	-0.081337345	-0.043883869	-0.139986949	-0.099458972	-0.056606683	-0.049474743	-0.075217943
LOC80054	0.088271444	0.062402598	0.11592202	0.22108546	0.057524486	0.134588563	0.151365731	0.180558282	0.12391971	0.095141839	0.117742352
LOC81691	-0.108369825	-0.098012403	-0.061464421	-0.092083306	-0.07124926	-0.079061717	-0.091119246	-0.102437928	-0.144199953	-0.131612826	-0.057066289
LOC91316	0.236479491	0.268662125	0.094857282	0.050383851	0.296505772	-0.006275508	0.040209368	0.096598156	-0.072228108	-0.128266584	0.229145035
LOC92249	0.173127811	0.273592462	0.189201832	0.175467048	0.283212695	0.14638093	0.174406185	0.185140566	0.152054866	0.12135997	0.226419092
LOC93432	-0.164239044	-0.139868923	-0.141359069	-0.199433694	-0.211625748	-0.130219825	-0.150386587	-0.217568578	-0.227375624	-0.313852099	-0.193514139
LONP1	1.309948802	1.305379853	1.314160824	1.464109257	1.361816265	1.289409388	1.264767073	1.19807202	1.105945345	1.251364857	1.28051861
