	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
KRT6B	3.922202802	3.849233842	4.056313372	4.074137282	4.284623385	3.73709755	3.889640474	3.920933938
KRT6C	0.654660359	0.690351322	0.621711321	0.588234007	0.299618113	0.694398046	0.755268558	0.602284983
KRT7	2.719005153	2.534707606	2.617907941	2.628130779	2.644009665	2.501574799	2.633652285	2.580441132
KRT75	0.815343134	0.847378338	0.815523052	0.777314781	0.876407027	0.86093711	0.729923816	0.768168016
KRT76	-0.221101201	-0.15903945	-0.185896415	-0.159059908	-0.200346379	-0.151834881	-0.149833661	-0.184793473
KRT81	3.503953576	3.447380424	3.483730912	3.561261952	3.602842093	3.221623212	3.452292084	3.53807348
KRT83	-0.147463409	-0.085122147	-0.128049794	-0.059981737	-0.055157102	-0.091616293	-0.143647604	-0.11247407
KRT84	-0.283102393	-0.286134973	-0.229149513	-0.257812336	-0.302919536	-0.201962948	-0.259289145	-0.241453901
KRT85	-0.210229369	-0.197867683	-0.23389049	-0.14666169	-0.210284843	-0.147867396	-0.197745287	-0.16551401
KRT86	0.619044717	0.811022874	0.672155386	0.763286402	0.620627667	0.762858917	0.637055565	0.638072966
KRT9	-0.216490709	-0.096775072	-0.132631102	-0.132677925	-0.076998326	-0.098040138	-0.259109659	-0.116524686
KRTAP1-1	-0.176712694	-0.099928434	-0.174590931	-0.132690345	-0.166370088	-0.1286702	-0.19648907	-0.154277597
KRTAP1-3	-0.217769484	-0.168415083	-0.271556226	-0.151357066	-0.23976021	-0.179412602	-0.226555243	-0.247927372
KRTAP2-4	-0.072328895	-0.094627212	-0.123822334	-0.095276645	-0.085998582	-0.05087606	-0.081688086	-0.129263544
KRTAP4-7	-0.077788083	-0.08621811	-0.043305861	-0.094546558	-0.124252163	-0.053661629	-0.088010817	-0.11175087
KRTAP5-9	-0.113720684	-0.073512695	-0.063674011	-0.080392314	-0.133276491	-0.146295945	-0.124817964	-0.146087648
KRTAP9-9	-0.220600549	-0.214733728	-0.221764804	-0.193037182	-0.185107893	-0.179055523	-0.203973423	-0.245314155
KSR1	-0.149447975	-0.167135989	-0.128567773	-0.165947027	-0.15829058	-0.126072119	-0.087967419	-0.151407015
KTN1	1.768130373	1.556576287	1.640209521	1.462707271	1.417905555	1.686786266	1.716941367	1.652397117
KYNU	-0.087275488	-0.083937205	-0.101960398	-0.061748898	-0.083959271	-0.075602252	-0.049282087	-0.044840031
L1CAM	0.293848429	0.255312234	0.266209416	0.246159865	0.284371009	0.334670227	0.282038228	0.29966338
L1TD1	-0.058857244	0.01000174	-0.046614694	-0.051253705	-0.057249688	0.01402587	-0.096655809	-0.034928783
L2HGDH	0.171465658	0.158769982	0.08917753	0.128553426	0.078626436	0.166219963	0.173785054	0.1064167
L3MBTL1	-0.046941264	-0.078990987	-0.125092469	-0.074882887	-0.098308776	-0.068873624	-0.068052316	-0.099609069
LACTB2	0.092168365	0.200073201	0.128039303	0.142005243	0.089601562	0.22096648	0.132231632	0.111103734
LAD1	0.955480621	1.070227634	1.03548948	1.009587399	0.989396368	0.941563492	0.763286637	0.939064713
LAG3	-0.283673757	-0.245524904	-0.311564443	-0.220354315	-0.216376303	-0.240478982	-0.270610047	-0.240501663
LAGE3	0.218331889	0.243515451	0.214803312	0.228970411	0.230610067	0.305281076	0.145914902	0.19055844
LAIR1	-0.151359874	-0.122897261	-0.129571683	-0.151433165	-0.163008889	-0.118289095	-0.135841486	-0.170649018
LAIR2	-0.137871877	-0.031019486	-0.046694357	-0.05868141	-0.094789252	-0.056069395	-0.117659665	-0.146270717
LALBA	-0.250056876	-0.226013267	-0.238774028	-0.236486815	-0.203635258	-0.193703697	-0.251487595	-0.314880331
LAMA2	-0.081613867	-0.076359676	-0.094043945	-0.103488241	-0.116886387	-0.110399993	-0.083842274	-0.125357596
LAMA3	4.173732817	4.056630254	4.317857906	4.148014426	4.547443017	4.052799016	4.188086838	4.250220895
LAMA4	-0.102068766	-0.100170031	-0.146167458	-0.109388812	-0.114862382	-0.089228055	-0.081787347	-0.088138989
LAMA5	1.856781203	1.685150607	1.931246057	1.671950139	1.873731181	1.85571982	1.839217695	1.780540884
LAMB1	2.146732506	1.814480943	1.975266614	1.807618622	1.876280374	1.909057743	2.208353302	2.039255987
LAMB2	1.35958103	1.28088823	1.24614956	1.036260799	1.442481253	1.404205683	1.427856485	1.357536203
LAMB3	3.854628393	3.564956256	3.816291775	3.670113189	3.767833676	3.65948425	3.798573971	3.715003048
LAMB4	-0.107589563	-0.132327122	-0.103545359	-0.099409203	-0.121013112	-0.099461619	-0.122210418	-0.100005934
LAMC1	2.228342824	2.049013309	2.164647408	2.067936048	2.293292582	2.202446029	2.296597906	2.322889864
LAMC2	2.134537531	1.90753498	2.133568858	1.994075845	2.146547336	2.102273458	2.145711097	2.120496712
LAMC3	-0.08859546	-0.039532341	-0.041690266	-0.089710995	-0.045370136	-0.020297078	-0.075145141	-0.026562241
LAMP1	2.500842799	2.243719058	2.368114398	2.276659268	2.580798437	2.433833569	2.485423465	2.478768517
LAMP2	2.049993496	1.970183578	1.995825348	1.873570571	1.863978181	2.196588483	2.136049285	2.145728998
LAMP3	0.75864468	0.866359254	0.630875725	0.6667155	0.51261482	1.035340067	0.780376186	0.820581797
LAMTOR2	1.071695652	1.092608861	1.00622248	1.082068904	1.019806752	1.099577629	0.938006779	0.961318821
LAMTOR3	0.98358231	1.069389865	0.842485484	1.008815952	0.859065704	1.003616043	0.873017087	0.873312496
LANCL1	1.11667859	1.191890106	1.081557378	1.272311449	1.087627538	1.224240106	1.098342292	1.15645529
LANCL2	0.53838594	0.603827587	0.424209826	0.525159023	0.519033217	0.563772067	0.372524606	0.499676439
LAP3	0.886422804	0.870776283	0.720481006	0.902376942	0.86990059	0.876716695	0.751373821	0.828249048
LAPTM4A	3.137555122	2.843966471	2.937410169	2.880123642	2.883747339	2.935524331	3.016485585	3.049041854
LAPTM4B	2.352992492	2.232031746	2.217216049	2.24571687	2.300051042	2.49194869	2.494593544	2.384281022
LAPTM5	-0.127196098	-0.077759153	-0.116406649	-0.099996276	-0.154923987	-0.096699031	-0.067214074	-0.101385354
LARGE	0.266703958	0.26017847	0.2592058	0.200968279	0.300117214	0.334298641	0.233591814	0.248503075
LARP1	1.423710382	1.348718456	1.390266648	1.29195104	1.403615394	1.401754159	1.324136025	1.333158122
LARP4	0.872924801	0.797275119	0.758319772	0.787493001	0.731207169	0.959741559	0.782145417	0.804003278
LARP4B	0.412157827	0.496411131	0.410890211	0.463512878	0.368797369	0.496679948	0.44688554	0.37391902
LARP6	1.095437298	1.180997945	1.098732319	1.149794277	0.990934117	1.161278754	1.053813812	1.090523584
LARP7	0.936280092	1.004785785	0.973987342	1.0191311	0.916128348	0.998612996	0.868579645	0.927240506
LARS	0.377176509	0.574588405	0.495918612	0.486006633	0.506788465	0.506215921	0.539120759	0.48295732
LARS2	0.456554842	0.524317501	0.458242389	0.466839777	0.51423789	0.568019734	0.487847593	0.494652215
LAS1L	0.533459006	0.594350709	0.46744009	0.600364129	0.511675611	0.587244196	0.569435572	0.444590404
LASP1	1.289457044	1.186631718	1.175215059	1.277452802	1.326134226	1.145823392	1.279473237	1.137874054
LASS2	1.942165017	1.88799421	1.813543757	1.766665743	1.79861835	1.932314025	2.005666461	1.909874976
LASS4	-0.01218005	-0.04428536	-0.108684334	-0.071693407	-0.107355546	-0.014381218	0.003441119	-0.014358738
LASS6	1.689318564	1.749391788	1.844739252	1.739119788	1.766502626	1.8336479	1.969092925	1.870997018
LAT	-0.118725715	-0.168711583	-0.120131989	-0.158466288	-0.1146391	-0.141765465	-0.111501688	-0.184464941
LAT2	-0.037327965	-0.066541073	-0.01197685	-0.061450947	-0.0974921	0.001210732	-0.019394364	-0.072349504
LATS1	0.098157958	0.091612189	-0.005003772	0.066651507	0.053864661	0.149773547	0.076684647	0.175128688
LAX1	-0.150323309	-0.243110843	-0.177703865	-0.239199821	-0.133154445	-0.155613652	-0.191246881	-0.154500836
LBH	0.062222256	0.054390675	0.016625574	0.073422815	0.068320934	0.058632452	0.028453701	0.043056332
LBP	-0.187257886	-0.12107801	-0.14159244	-0.139908466	-0.160337918	-0.195986453	-0.175643701	-0.15936211
LBR	0.763027648	0.807949955	0.695818095	0.668533855	0.674583937	0.981187545	0.900962629	0.766854156
LBX1	-0.222445359	-0.174927591	-0.188495719	-0.136363429	-0.133915079	-0.20161239	-0.189888428	-0.204356735
LCAT	0.234667586	0.080332634	0.065056252	-0.082726834	0.059773544	0.090665241	0.128225367	0.044561004
LCE2B	-0.073354012	-0.0191822	-0.120878763	-0.030847876	-0.078880157	-0.066171495	-0.047526722	-0.064709376
LCK	-0.175541917	-0.113721209	-0.14179648	-0.151925225	-0.107475744	-0.13905255	-0.174293895	-0.161241601
LCMT1	1.0978939	1.08488237	1.045662067	1.177392999	1.049617674	1.033723647	1.015746261	1.026666613
LCMT2	0.56871413	0.618194232	0.561930754	0.567252719	0.54166208	0.62160918	0.499703797	0.497263304
LCN1	-0.148875956	-0.255517269	-0.224392662	-0.217692385	-0.249494388	-0.233376319	-0.294550339	-0.292046169
LCN2	1.694953067	1.816594635	1.772273498	1.614584906	1.751253486	1.868664197	1.845731633	1.857464347
LCP1	0.094371119	0.113194638	0.075709687	0.037772499	0.023782634	0.080534115	0.062601426	0.045660309
LCP2	-0.1960884	-0.169402358	-0.214680242	-0.173988353	-0.194780434	-0.164038471	-0.181269748	-0.183186732
LCT	-0.238710976	-0.230643734	-0.206988392	-0.166740553	-0.239261025	-0.184846548	-0.171330959	-0.164356405
LDB1	0.385471745	0.373291126	0.371962601	0.314673554	0.330583201	0.393714604	0.342527838	0.330389826
LDB2	-0.165072174	-0.125742603	-0.188069717	-0.119546937	-0.122982564	-0.16628504	-0.133076935	-0.122105596
LDB3	-0.149453463	-0.157814007	-0.097532436	-0.121606877	-0.152214522	-0.089695859	-0.121884431	-0.099185631
LDHAL6B	-0.334012773	-0.337943809	-0.358951248	-0.331515729	-0.285312284	-0.314155968	-0.327293472	-0.260373654
LDHB	2.866757965	2.952760339	2.990801025	3.126264596	3.061887646	2.825267434	2.871440768	2.834676623
LDHC	-0.098725467	-0.053451316	-0.075884867	-0.044912163	-0.014182343	-0.005303502	-0.104578837	-0.038731385
LDLR	1.771526273	1.444897234	1.436800538	1.511952357	1.704476029	1.728956021	1.796872437	1.693497525
LDLRAP1	0.321651249	0.341130484	0.297689731	0.323637289	0.306466272	0.303346107	0.356670196	0.290166506
LDOC1	0.93523309	1.001413468	0.957800165	0.902643643	0.931532256	0.950467218	0.960460775	0.960261553
LECT1	-0.010003438	-0.074442909	-0.059751306	-0.122316385	-0.093715423	-0.085364703	-0.04651413	-0.032422398
LECT2	-0.185914174	-0.138854491	-0.201901031	-0.145313786	-0.117006574	-0.160165755	-0.191160325	-0.167297456
LEF1	0.003643747	0.062327158	0.052209166	0.021130079	0.008339194	0.057346841	0.031227164	0.010393341
LEFTY1	-0.128086005	-0.10842538	-0.074615784	-0.086050434	-0.129058995	-0.111867207	-0.104118699	-0.142524559
LEFTY2	-0.072515764	-0.028256548	0.00936999	-0.046752478	-0.051943391	-0.019740894	-0.029787334	-0.027289688
LEMD3	0.93079282	1.042521194	0.932406348	0.879018199	0.947594168	1.230241553	1.009237791	1.04785014
LENEP	-0.195147229	-0.204231534	-0.233827685	-0.129441008	-0.219362662	-0.157185584	-0.202911773	-0.216960514
LEP	-0.180464282	-0.242081174	-0.206245702	-0.220298126	-0.162798727	-0.11631766	-0.178177336	-0.130608742
LEPR	0.6168474	0.704850308	0.583739857	0.663425577	0.550452171	0.707133228	0.714627997	0.688692792
LEPRE1	0.938486848	0.774355216	0.793834118	0.795002057	0.775595399	0.969790489	1.11461674	0.939743974
LEPREL1	2.494329532	2.475428369	2.474752214	2.492502915	2.465773887	2.534379588	2.573669434	2.53661463
LEPREL2	-0.05964639	-0.074019408	-0.056620866	-0.067783825	-0.043360249	-0.081359533	-0.054522631	-0.089772291
LEPREL4	0.910958298	0.910827544	0.855068245	0.777016613	0.868646811	0.961505609	0.806634081	0.99201342
LEPROT	2.097782903	2.077872995	1.986335112	2.057119065	2.101064838	2.13128828	2.270688587	2.14044102
LEPROTL1	1.146481724	1.213241879	1.090188023	1.015255723	1.009522287	1.4121326	1.243261414	1.208814723
LETM1	0.1651798	0.207671034	0.128662405	0.151874999	0.135533566	0.219554762	0.133923726	0.14752111
LETMD1	1.056619141	1.156906863	1.038538966	1.104174197	0.965825048	1.073867556	1.016195522	1.04703131
LFNG	-0.053337335	0.005814457	-0.034907296	-0.009376833	-0.041863451	-0.030296651	-0.125750953	-0.011956724
LGALS1	3.113360405	3.095773297	3.341172865	3.113271986	3.440406067	3.130316104	3.150821405	3.232986671
LGALS13	-0.207228028	-0.296472869	-0.253105085	-0.131615526	-0.162009366	-0.192309959	-0.223002825	-0.152757092
LGALS14	-0.215024369	-0.224357139	-0.250322283	-0.193681147	-0.243907734	-0.220011396	-0.168520993	-0.210778218
LGALS2	-0.034101849	0.045880769	0.015556589	-0.019344686	0.013229964	-0.006376871	-0.004413829	-0.045618366
LGALS3	2.902214468	3.02344656	3.045635343	3.044306934	3.090419024	2.877546713	2.90371415	2.998417646
LGALS3BP	1.846278429	1.651511296	1.723874882	1.679804966	1.776728824	1.782094151	1.851230234	1.886554822
LGALS4	-0.062070714	-0.010765557	0.006827671	-0.021240754	-0.009895726	0.009664382	0.004798039	-0.032348386
LGALS8	0.651491148	0.694348961	0.558053208	0.644764261	0.544519787	0.67855364	0.644617667	0.637900083
LGALS9	-0.004718283	-0.068309431	-0.147552282	-0.035482523	-0.042579822	-0.071079026	-0.055962879	-0.084478897
LGI1	-0.22202148	-0.147642799	-0.271223336	-0.247016332	-0.166242013	-0.203147683	-0.257963444	-0.261004181
LGI2	-0.071996385	-0.061510162	-0.116435633	-0.140155423	-0.071901192	-0.065740657	-0.079961278	-0.080513329
LGMN	0.806543641	0.73306434	0.726912534	0.729327548	0.72666903	0.812977318	0.899998307	0.833755195
LGR4	0.739904582	0.673360902	0.639527874	0.55818574	0.593873254	0.748518441	0.881288341	0.796499564
LGR5	-0.16062129	-0.242753106	-0.230560294	-0.162024583	-0.222564927	-0.191529177	-0.143936995	-0.136811233
LGSN	-0.247787399	-0.210422787	-0.203851429	-0.202155946	-0.153093331	-0.133820939	-0.236685907	-0.167348983
LHB	-0.024822648	-0.041790901	-0.014083287	-0.0356802	-0.033412946	-0.065369019	0.002749703	-0.046928435
LHCGR	-0.17193948	-0.185899337	-0.224095385	-0.202201463	-0.240283799	-0.208010649	-0.144749773	-0.128063928
LHFP	1.032554494	1.089345359	0.904014667	1.035067499	0.877660437	1.194611735	1.225758182	0.981087411
LHFPL2	0.872510128	0.911199593	0.838148811	0.877972565	0.817321848	0.916496592	0.921357605	0.894735325
LHPP	0.373423795	0.336264982	0.252678441	0.370859541	0.269856064	0.309695476	0.241746028	0.321016078
LHX	0.622536342	0.646712264	0.602867451	0.560200583	0.560561159	0.648989664	0.582677703	0.587396549
LHX1	-0.182764605	-0.193514132	-0.077272139	-0.164512257	-0.082436912	-0.102680078	-0.091257084	-0.127854046
LHX2	-0.124739762	-0.08834907	-0.11879841	-0.086332421	-0.073529308	-0.087371037	-0.097939387	-0.093048645
LHX3	-0.105280128	-0.070185177	-0.092514791	-0.107000608	-0.179761222	-0.073277414	-0.130439344	-0.131283115
LHX5	-0.234717023	-0.122154162	-0.14532415	-0.061416092	-0.072465006	-0.089183729	-0.172265741	-0.088799923
LHX6	0.288088453	0.444352302	0.333699739	0.429052533	0.385921531	0.404928956	0.329343972	0.337104893
LIAS	0.251457733	0.37789241	0.256661825	0.388710905	0.259967574	0.317811378	0.108252799	0.251383331
LIF	0.787422756	0.793839667	0.673034941	0.685649729	0.650643627	0.812330421	0.749928357	0.704836668
LIFR	-0.142495731	-0.124202969	-0.221375078	-0.143945579	-0.185408333	-0.078371272	-0.083115595	-0.132273803
LIG1	0.274568145	0.268042517	0.27798819	0.194728585	0.193751629	0.244347373	0.207134362	0.259536344
LIG3	0.239239024	0.228850873	0.144123186	0.140215065	0.156449749	0.276973476	0.186887774	0.177158265
LIG4	0.339341586	0.418485329	0.311281098	0.29500881	0.247056169	0.446043973	0.395085492	0.378982575
LILRA1	-0.237192114	-0.17691028	-0.191669343	-0.191696406	-0.185423946	-0.221889278	-0.216589484	-0.223366689
LILRA2	-0.129603847	-0.117466393	-0.116982009	-0.095584244	-0.078974356	-0.081137408	-0.109025519	-0.128639087
LILRA3	-0.192524787	-0.138128748	-0.21050811	-0.135042168	-0.108539666	-0.150438324	-0.099710209	-0.166931972
LILRA4	-0.135499399	-0.108898416	-0.116214728	-0.120512448	-0.040991366	-0.070271632	-0.106430069	-0.095685991
LILRA5	-0.29139949	-0.265233848	-0.30049653	-0.236809421	-0.244584657	-0.243628484	-0.24134798	-0.265302277
LILRB1	-0.187359378	-0.237375274	-0.276833981	-0.162020609	-0.147945836	0	-0.174215749	-0.142394915
LILRB2	-0.15154323	-0.164288576	-0.173217748	-0.142498767	-0.117103046	-0.137826428	-0.15744517	-0.192749312
LILRB3	0.353598717	0.227048519	0.22073896	0.149057957	0.1248894	0.233307838	0.227257495	0.198810525
LILRB4	-0.115186635	-0.046294689	-0.006333828	-0.064586323	-0.064892115	-0.070841034	-0.095256562	-0.089311032
LILRB5	-0.212961208	-0.261003018	-0.167688488	-0.1706828	-0.251756721	-0.226156332	-0.254185252	-0.193439171
LILRP2	-0.276844932	-0.225613469	-0.165993079	-0.217120254	-0.166717499	-0.212026047	-0.176268088	-0.15785653
LIM2	-0.211377028	-0.175195882	-0.288727352	-0.203481714	-0.242939006	-0.198563395	-0.227356827	-0.247297421
LIMA1	2.57150952	2.544535306	2.601452602	2.500771324	2.48231815	2.483237492	2.478551878	2.396173795
LIMCH1	0.228456668	0.241683459	0.155567813	0.206103862	0.159674173	0.254736127	0.26561262	0.249427493
LIMD1	0.330189092	0.228102437	0.20306846	0.228344135	0.152761701	0.324839547	0.308761466	0.20647968
LIMD2	-0.092180945	-0.117582499	-0.037658913	-0.088927503	-0.11805812	-0.121400095	-0.107160678	-0.094306057
LIME1	0.084770974	0.058659476	0.064732796	0.007376998	0.093017766	0.082703136	0.061624089	0.081765926
LIMK1	-0.025556261	-0.008633393	-0.014051313	0.015974653	-0.031896564	-0.006493572	-0.016171064	-0.005897292
LIMK2	1.207242036	1.198217384	1.109079543	1.146695547	1.11474798	1.181573252	1.183366832	1.084747131
LIMS1	1.609650377	1.14067952	1.143297048	1.148928104	1.09831795	1.181571947	1.083512677	1.095444998
LIMS2	-0.14980655	-0.055800758	-0.160253199	-0.147436549	-0.120936619	-0.078398867	-0.182997755	-0.133035143
LIN28A	-0.088017672	-0.114250168	-0.107389085	-0.048756845	-0.149954781	-0.196105465	-0.047428299	-0.090314455
LIN37	0.580546935	0.720783062	0.508949975	0.67671382	0.55250978	0.61929897	0.526063672	0.592890164
LIN7A	-0.203739756	-0.158442596	-0.267544713	-0.129179135	-0.133137669	-0.128618171	-0.189051056	-0.176787528
LIN7B	0.054512429	0.09980859	0.03508631	0.002849245	0.074481045	0.040549649	-0.006312872	0.057851233
LIN7C	0.604501934	0.718506128	0.590186644	0.71235209	0.500530574	0.704926227	0.685227158	0.553240774
LIPA	1.860523886	1.803815179	1.816445907	1.725980732	1.658677975	2.009549088	1.961464696	1.927182807
LIPC	-0.139117228	-0.23558607	-0.208845414	-0.183006223	-0.163696881	-0.149405724	-0.208392347	-0.132134567
LIPE	-0.045719554	-0.025982548	-0.018513875	-0.000333846	-0.021917555	-0.003331525	-0.01909425	-0.028459632
LIPF	-0.152973429	-0.194268774	-0.124428236	-0.116838989	-0.155449509	-0.103509163	-0.105163265	-0.109874901
LIPG	1.236129001	1.181782327	1.252624351	1.045038125	1.09260037	1.419735587	1.275761902	1.311773471
LIPT1	0.474844909	0.562694944	0.407861642	0.481972179	0.369087933	0.533202956	0.488025417	0.557555229
LITAF	1.696666247	1.783673776	1.819999407	1.8963138	1.814612177	1.729350444	1.761913333	1.658702688
LLGL1	0.181728717	0.137914964	0.126758724	0.118043696	0.065530663	0.164613038	0.194574978	0.160178473
LLGL2	1.488515854	1.5508581	1.528623064	1.402257005	1.508253654	1.53091836	1.433037639	1.405632893
LMAN1	1.230828355	1.27420475	1.22422092	1.204834458	0.963505268	1.430646921	1.454945097	1.333691574
LMAN1L	-0.1846492	-0.169558505	-0.155634873	-0.121322803	-0.172591158	-0.139553447	-0.135182657	-0.132164597
LMAN2	1.378516625	1.286409161	1.283151626	1.250479644	1.228954109	1.537575998	1.563726826	1.540043802
LMAN2L	0.841919276	0.814044025	0.776403046	0.779961218	0.763650086	0.932041628	0.926837544	0.866572453
LMBR1L	0.412083849	0.294098536	0.203330566	0.269946593	0.295950428	0.320710994	0.35005951	0.320882029
LMBRD1	1.729760597	1.698512819	1.707491272	1.710035536	1.768929839	1.869608998	1.85652605	1.840428955
LMCD1	0.439178462	0.447393987	0.431969429	0.463860536	0.391237473	0.403014341	0.375798537	0.298725544
LMF1	0.53375724	0.502719462	0.381295926	0.405062966	0.432521713	0.540875632	0.530011549	0.513938242
LMF2	0.88000734	0.823920552	0.82010465	0.735617271	0.79148938	0.904910734	0.961008413	0.85721334
LMNA	1.228174846	1.198110876	1.204634608	1.190193596	1.252845004	1.19031727	1.225347712	1.206768249
LMNB1	0.566200241	0.544626084	0.505446718	0.52263675	0.436150102	0.54902626	0.595152087	0.556857135
LMNB2	0.546926247	0.640805662	0.520547814	0.52805039	0.621070489	0.583140808	0.547402879	0.563232878
LMO1	-0.158988976	-0.099904875	-0.127149545	-0.10991219	-0.030605172	-0.086493516	-0.106678951	-0.141484122
LMO2	-0.111705286	-0.097772448	-0.100373148	-0.08494073	-0.058554937	-0.084023585	-0.102479607	-0.114115365
LMO3	-0.197008294	-0.09177516	-0.120039993	-0.188073433	-0.16197151	-0.083682215	-0.142924065	-0.14416909
LMO4	0.611946999	0.6263045	0.565045151	0.618645448	0.580991529	0.620588661	0.564773535	0.573845773
LMO7	-0.035228456	-0.013806545	-0.032330202	-0.060115347	0.011501807	0.015832453	-0.060504652	0.01571572
LMOD1	-0.019280263	0.027370345	-0.006103768	0.023367258	0.008858604	0.030380788	-0.002770748	-0.015427217
LMTK2	-0.149648629	-0.030719065	-0.11482549	-0.034956959	-0.05674785	0.017027577	0.036339785	-0.0422207
LMX1B	0.029355485	-0.044208816	-0.059642696	-0.049618717	0.044040116	-0.017649365	-0.090166854	-0.055370463
LNPEP	0.186729668	0.215930363	0.067169453	0.121097265	0.104149843	0.298466628	0.232792306	0.194965976
LOC100128640	-0.160202369	-0.127226799	-0.288872659	-0.228998661	-0.11790869	-0.181139514	-0.13309861	-0.183747583
LOC100129250	0.252175532	0.322031986	0.249137141	0.315662307	0.239902401	0.331696881	0.250434152	0.264322801
LOC100129973	-0.091791987	-0.078921997	-0.074290797	-0.051126628	-0.094676174	-0.151270365	-0.143957835	-0.114399838
LOC100130100	-0.273656325	-0.025342334	-0.015046015	-0.077752486	-0.125697922	-0.007397877	-0.119250033	-0.021950168
LOC100130331	-0.121904321	-0.102297994	-0.08811221	-0.170727243	-0.114946568	-0.078720053	-0.13092985	-0.112654301
LOC100131825	-0.190888321	-0.169732729	-0.195336375	-0.195843532	-0.171884776	-0.187306064	-0.155041023	-0.185050839
LOC100134713	-0.090388462	-0.062458041	-0.132583862	-0.069571214	-0.05111134	-0.024391754	-0.01220117	-0.112983117
LOC100287841	-0.092389688	-0.099454674	-0.055707418	-0.142282533	-0.144568353	-0.096223804	-0.135690271	-0.091428854
LOC100288413	0.743631308	0.801819061	0.76363277	0.644492017	0.612465516	0.884599383	0.81186184	0.77122127
LOC100499177	1.533280537	1.675633013	1.516294457	1.523155801	1.434051201	1.497527257	1.423184775	1.38260397
LOC100505480	-0.18251473	-0.109098596	-0.138798661	-0.110424678	-0.112829245	-0.153043981	-0.125765367	-0.123452517
LOC100505487	0.115991979	0.146284619	0.140582268	0.05943534	0.095931646	0.203212749	0.148030456	0.153797275
LOC100505593	-0.143761923	-0.142418143	-0.163803091	-0.134546101	-0.123421283	-0.10502289	-0.127582602	-0.067605722
LOC100505599	-0.023679191	0.04227115	0.024922591	-0.002903872	0.00494793	0.008867191	-0.031615259	-0.016983858
LOC100505650	-0.129589587	-0.134169825	-0.20357126	-0.12452226	-0.159525992	-0.100487721	-0.179087131	-0.138291075
LOC100505761	-0.00642566	0.035632748	0.059204474	0.038514258	0.012623038	0.080129561	0.076590809	0.0655025
LOC100505763	-0.113210596	-0.164466336	-0.13315525	-0.208963782	-0.304357007	-0.192466587	-0.025126636	-0.132164449
LOC100505818	0.35651028	0.356639185	0.29963402	0.366335759	0.269810267	0.405142473	0.391116057	0.274733134
LOC100505870	-0.063926728	-0.130390618	-0.057759868	-0.102205563	-0.061874072	-0.050654335	-0.130838861	-0.09311123
LOC100505879	-0.064428385	-0.001674471	-0.043630332	-0.040578862	-0.089791601	-0.013099766	-0.000901267	-0.037593823
LOC100505933	-0.164670751	-0.142730826	-0.141907996	-0.138654346	-0.15382416	-0.167180919	-0.158463765	-0.159087814
LOC100505960	-0.143286278	-0.186618043	-0.135399587	-0.157428921	-0.12829633	-0.175624941	-0.129777451	-0.142930727
LOC100506124	-0.144319725	-0.152873452	-0.165739883	-0.160784526	-0.12935722	-0.141171621	-0.135454132	-0.139930257
LOC100506168	0.935490022	0.674356684	0.71781073	0.496770922	0.619164654	0.80788332	0.973258139	0.73231424
LOC100506190	-0.08721702	-0.086795334	-0.142193986	-0.099702084	-0.081629009	-0.148021872	-0.182670813	-0.107661213
LOC100506298	-0.186377184	-0.117482475	-0.198709144	-0.138540369	-0.191103447	-0.129547103	-0.142551666	-0.156718976
LOC100506358	-0.246131735	-0.225315103	-0.20000319	-0.21261286	-0.24048447	-0.174019528	-0.230379786	-0.292503502
LOC100506364	-0.263831117	-0.276676521	-0.234419212	-0.238729074	-0.19438342	-0.076694641	-0.335610926	-0.117877648
LOC100506469	1.096907673	1.159215663	1.070932174	0.968805918	0.99727095	1.19219958	1.072476629	1.026470713
LOC100506504	-0.202125794	-0.193050023	-0.101558953	-0.19554372	-0.13576276	-0.140054929	-0.242514125	-0.176317683
LOC100506571	-0.11212859	-0.105939745	-0.109006975	-0.09133287	-0.142097678	-0.137613277	-0.055328114	-0.133210384
LOC100506603	-0.047506769	-0.089260043	-0.07166189	-0.093057892	-0.022410661	-0.02818584	-0.019000993	-0.047448584
LOC100506653	0.797854044	0.633763477	0.51668491	0.498973814	0.533642937	0.804746901	0.823585149	0.620859181
LOC100506894	-0.123627833	-0.170166812	-0.205621728	-0.161038194	-0.213888207	-0.151817512	-0.141438555	-0.088206309
LOC100506935	-0.022973511	0.022411072	0.08572183	0.026208514	-0.019804729	0.027183986	-0.022080651	0.004466605
LOC100506963	0.184287292	0.23697365	0.167929551	0.173703531	0.144120398	0.232308293	0.187673485	0.172762828
LOC100506972	-0.131038749	-0.135703296	-0.15743236	-0.147256409	-0.176941622	-0.166151526	-0.110670419	-0.133116399
LOC100506979	-0.082903988	-0.052263087	-0.161473987	-0.147874318	-0.161068139	-0.007817025	-0.091664494	-0.111127058
LOC100507009	-0.019584796	-0.000234957	0.061380055	-0.002121129	-0.002901115	-0.013430321	0.023881054	-0.013153035
LOC100507010	-0.134439691	-0.129971585	-0.083039261	-0.009889065	-0.131674148	-0.061994836	0.053409606	-0.018629873
LOC100507164	0.019409128	-0.035452475	-0.042796671	-0.052844713	-0.098718632	-0.053173499	0.053828576	0.034253124
LOC100507176	0.386786523	0.418876307	0.304714826	0.399847736	0.39939869	0.431625289	0.401336178	0.375641714
