	PI3K-1	PI3K-2	PI3K-4	PI3K-5	PI3K-6	PI3K-7	PI3K-8	PI3K-9	PI3K-10
MTHFD2	7.97391086659819	7.70549511613876	7.88527371904955	7.98818946083859	7.95723113755252	8.050889182218	7.99117299135296	8.02948463559501	7.95700457843893
SLC4A5	2.51488194776313	2.51488991056938	2.43689605469947	2.70909059890165	2.68277567267747	2.35094444233367	2.4982146948668	2.5260772577983	2.30025760314735
DCTN1	6.31084918910638	6.28301706200417	6.37828140228817	6.32680277890235	6.27653430583872	6.12529361453563	6.10212477420591	6.06530923902833	6.14635547131821
DCTN1-AS1	0	0	0.295219104123019	0	0.116667499829074	0.189846343957705	0	0	0.149836248194104
C2orf81	1.49738953142214	1.80570910245807	1.39949481868129	1.44414843372283	1.1474590141254	1.14894135819186	0.890580363178633	2.09436641392118	1.36684018184608
WDR54	4.55804729972265	4.83170154213996	4.70134947596655	4.37591327832387	4.77958812288254	4.36955790504692	4.55691528223467	4.56126727910419	4.48470077034642
RTKN	4.61913036057296	5.02929205908701	4.88446029587588	4.72814652303079	4.79433545368815	4.42136042711728	4.52650750772185	4.62235625124881	4.49161345578238
INO80B	0	1.25899008555346	0.65911432063386	0.237502882250008	0.193086380547292	0	0.461903146109475	1.01446622782716	0.948900018035729
INO80B-WBP1	0	0	0	0	0.227750120401677	0	0.154004234200138	0	0
WBP1	1.78601467099856	1.65757528948456	1.99477266485992	2.04847267825019	1.74953515809618	1.79308488815992	0.474132290697698	1.71326215911126	1.5452852570566
MOGS	6.1641038520694	6.02070375368381	6.16755901746181	6.10625952891362	6.14059984611352	6.03513684688633	5.75732060443893	5.85862557583569	5.82896568324386
MRPL53	5.78687494350348	6.44019889927819	6.10871416377951	5.84549520878994	5.78954605783145	6.06246123430827	5.86770728320158	5.89705835216407	5.96020989335692
CCDC142	2.26181267091206	2.29695136484904	2.10766602607361	1.96804110385781	1.99875511543798	2.16180010904267	2.04457871159607	1.87511064782598	1.63648055240359
TTC31	3.54378193296947	3.47213511848919	3.6875426503788	3.63252772551841	3.67534861014763	3.3741126758375	3.63847839454791	3.40452075413587	3.37476964013081
LBX2	1.01421400446112	1.15156211109068	1.2051375035251	1.05369150099779	0.718710725178504	0.62208752063153	0	0.821005139813113	0.878940030675445
LBX2-AS1	1.26152556385701	1.90691266023823	1.71637845797883	1.30700620477334	1.2186444969324	1.73959085869562	0.979304471934031	1.31516002526165	1.84276207075147
PCGF1	4.22552513056974	3.86537433439852	4.07483798067627	4.24282744331193	4.38763698382188	3.90482443600285	3.55667194174155	4.1730171355985	4.02507670684437
TLX2	1.67208398805173	1.32005904157007	1.54741582457501	1.89775577992768	1.66983134718667	1.69684414927006	1.34927037725384	1.25991285661352	1.66935959247255
DQX1	0.981489890989395	0.830408502020414	0.453816760239	0.957822786581991	0.565510672947095	0.543906459919796	1.05931096998616	0.792924526543599	0.531488175637838
AUP1	8.65673572156648	8.93935335722307	8.61702307900856	8.52242106351363	8.60605347417052	8.57854126879059	8.55939729012202	8.56801296073644	8.70242371492311
HTRA2	4.79051275179843	4.93129520776608	4.88003810688664	4.5854489816778	4.87066289314537	4.76198732181142	4.48927365055507	4.82832219644315	4.70204840457661
LOXL3	4.32336402633708	4.09342539299211	4.26607268961333	4.19582928072454	4.39313607715988	4.12673893659705	3.91284106956243	4.04442468495258	3.99284288990649
DOK1	4.09522065278742	4.19235646275904	3.82297417955869	4.09859693605252	4.04101967173632	3.84899806811112	3.97583891802131	3.90597949400551	3.71074501620029
M1AP	1.46477686132407	1.47561627529082	1.25909911536145	1.29469001191037	1.35085347315941	1.05578157439388	1.18705364989306	1.38454523671753	1.50941852919293
SEMA4F	3.93457214138928	3.67212838444851	3.95871530176556	4.0589212095632	4.00725652363802	3.82108929860299	3.79654600334332	3.75470973394611	3.65136275479839
HK2	3.81021874738992	3.76461773109907	3.8904775988954	3.75519526736878	3.60303060515577	3.90148520492549	3.81920866702326	3.73034726642417	3.58292346766732
POLE4	7.52489618742719	7.70912893880576	7.43814995940965	7.33817962373641	7.39977130341325	7.7160047399945	7.5984280618049	7.67680972348356	7.81287413217525
TACR1	0.118600740354642	0	0.0686740355880259	0.124843003490843	0.148611574179321	0.0845976017374459	0	0.0606570561248499	0
MIR5000	0	0	0	0	1.46113053992061	0	0	0	0
EVA1A	4.14477660196058	3.5855849156303	3.95191659648808	4.44800955729173	4.23139107314102	3.78316985618811	4.31488620288913	4.2207856424818	4.11253564695506
LOC101927884	0.444686760818112	0	0	0	0	0	0.263971499643958	0.239924065144549	0
MRPL19	4.69621537673452	4.33839663090005	4.66222119442799	4.79615814887388	4.78307333530635	4.66598771287602	4.93150860968068	4.85502052204163	4.74319633862409
GCFC2	3.84300385994956	3.55082733993856	3.83727879715132	4.03896104035351	3.89097994660617	4.05508607821771	3.99068433138969	4.07629994531261	3.72291210236222
LRRTM4	0.289333891397661	0.62967455373834	0.437024001030597	0	0.0531066451904884	0	0	0	0.134148304010626
LOC101927907	0	0	0	0	0	0	0	0	0
LOC101927967	0	0	0	0	0	0	0	0	0
LOC101927926	0	0	0	0	0	0	0	0	0
SNAR-H	0	0	0	0	0	0	0	0	0
LOC101927948	0	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0	0
REG1B	0	0	0	0	0	0	0	0	0
REG1A	0	0	0	0	0	0	0	0	0
REG1P	0	0	0	0	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0	0
LOC101927987	0	0	0	0	0	0	0	0	0
CTNNA2	0	0	0	0.066904269003353	0.0537864906818942	0	0	0	0
MIR4264	0	0	0	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0	0	0	0
LRRTM1	0.255081079145871	0.179356310136584	0	0	0	0.184367499171171	0	0	0
LOC100507201	0	0	0	0	0	0	0	0	0
LOC1720	1.07451644513055	1.1448665601562	0.323920478524841	1.11555631789506	0.804867660418985	0.391577723037449	1.4448280132865	1.22052579655487	1.43220143342714
FUNDC2P2	2.87515855170031	2.44195242176201	2.53792070890883	2.44802210881022	2.40048308057512	2.71331846262682	2.54981475045731	2.73246225944528	2.57123697337688
SUCLG1	6.72750945388724	6.69345228029851	6.61570255866914	6.70249575218076	6.75603640792659	6.6457678402817	6.94231477890971	6.78767016932054	6.88757397678377
DNAH6	0.223023877662721	0.242553540558042	0.0800763259509011	0.0743805685250923	0.154335567228941	0.160705821523689	0.176534063328355	0.284321974166231	0.150603526234064
TRABD2A	4.41763399610995	4.39408703597118	4.23881960819649	4.19072943135213	4.27707030272577	4.28416367810039	4.1791206111745	4.33026725300792	4.225849172658
TMSB10	12.4521802378061	12.7321529916882	12.5511477353707	12.4402643449379	12.4100512680517	12.6674030220363	12.6460286334062	12.6825748156723	12.6926772319047
KCMF1	5.08476810175214	4.96709907934253	5.02036149006988	5.08929804803752	5.08924681066505	5.19735375067957	5.02658280401572	5.03405748308769	5.08319881118213
TCF7L1	3.07103982235207	3.42410927621536	3.29903250553579	3.40452620937915	3.36217820444599	3.19591623903612	3.40889184373762	3.19468968933077	2.96996233091141
TGOLN2	6.62927954442879	6.1379541323305	6.61978635309821	6.52213206465748	6.54056928074445	6.59487594405741	6.47572159332427	6.51906922560367	6.44569814386077
RETSAT	6.57668689013919	6.48852615805828	6.48763242028194	6.60539179120927	6.59001624838168	6.35046297187222	6.56425324968313	6.38701243832162	6.434092750192
ELMOD3	3.84184559331306	3.86090182231909	3.86073719587624	3.75921040319272	3.89593944323739	3.8328989183388	3.74164580454393	3.82395682503063	3.56578272769371
CAPG	6.41897422819244	6.75536911478645	6.5440661833837	6.34813662976223	6.39456527905939	6.35918933270455	6.2887251444724	6.31518739884766	6.45303827694249
SH2D6	0	0	0	0	0	0.419311956461744	0	0	0
LOC100630918	2.25275074845281	2.29808106440081	2.61886956118379	2.26720900340358	1.53981633118391	2.26972113206918	1.94425326196707	2.34388248979532	2.04950609232926
MAT2A	8.07671118040022	8.0067148911164	7.91300529189698	7.79101029483438	7.77247741975162	7.99542692416079	7.64201455217801	7.84519473867703	7.87281641364803
GGCX	4.71763911459469	4.55610547778459	4.59850787273809	4.67897061632937	4.65260399159774	4.57723973815593	4.69853819703262	4.52233435317182	4.62518424253768
VAMP8	8.18751978449415	8.46224649823271	8.18722031047724	8.26169775101249	8.15434951524579	8.26120776943265	8.51150676977915	8.36901464801475	8.41948460783342
VAMP5	4.79169589414735	5.61460023067632	5.23283646823611	4.77967775917733	4.75858212735347	5.01289446194156	5.00570955475902	4.53892855405629	5.13859732247422
RNF181	7.4101657147065	7.74470919023001	7.54399919013068	7.51699131385139	7.4199017329933	7.61772021023107	7.51385329915696	7.59427766799564	7.60497603675037
TMEM150A	4.95452464062686	4.88034451226998	5.00771590341372	4.75449131632536	4.93150640872759	4.86471532684993	4.69799545413126	4.80950577399737	4.74524937358396
USP39	6.33939854390021	6.24018994383251	6.11254509755547	6.41563727740211	6.40486914994475	6.35602595321736	6.42835763463211	6.3817306263099	6.37541293352677
C2orf68	2.87170695054646	2.53753890299236	2.89711607706244	2.74720636071692	2.80117122984038	2.42852318819222	2.44964519478242	2.68463648080188	2.51890035907073
SFTPB	0.0817922973844314	0	0	0	0.0693524647487562	0	0.0906941860709608	0	0
GNLY	0.282738130389686	0	0.317740491636675	0.296776980652531	0	0.384270140703876	0	0.283337141817907	0
ATOH8	0.523866550767702	0.262764792331995	0.622682011681448	0.469763041709538	0.547951774806838	0.548805864399208	0.532453018224136	0.196953254319073	0.263164556051646
MIR6071	0	0	0	0	0	0	0	0	0
LOC284950	0	0.359123127208327	0	0.195612147888102	0	0	0.205522907587857	0.096240421958724	0
ST3GAL5	1.31350187275587	1.48246023125995	1.62675015037359	1.72443051923734	1.2639896233716	2.02836448771072	1.5092559880446	1.2102278155938	1.10449107387691
LOC101928113	1.44627120752799	3.7925274567374	3.40561424890368	1.00791664562314	1.29649886460724	0.345049291856333	0.512365469497885	0	1.30556192473727
LOC90784	3.15461599183127	3.19790184885518	3.0467177934079	3.16489900440505	3.23325042885835	3.21015523001009	3.00614720681918	2.89842956349263	2.97692121770178
POLR1A	4.03610200582165	3.69559220470296	4.14766347242081	3.96844932344853	4.05228993728371	4.1582996328284	4.00183474873187	3.91191255974058	3.94053078875731
PTCD3	4.54021680862265	4.29360269892257	4.39161854127742	4.4732561639224	4.43443161416853	4.45655873976992	4.54409344043771	4.51156892142855	4.36581813857568
SNORD94	0	2.39910650821409	0	2.10240708520203	0	1.67852243994386	1.45242210001887	1.3589491600177	1.43975686190994
IMMT	6.63048871221894	6.28875527329304	6.60769435512509	6.67858335274377	6.73451919892948	6.66646255889773	6.62808419177887	6.66563911708077	6.64029478542191
MIR4779	0	0	0	1.89481803831639	0	0	0	0	0
MRPL35	5.02068436376529	5.02950323616565	4.84749954737133	4.95044022373473	5.0988630845836	5.05085659420624	5.29648142383204	5.16862241813429	4.9857843940517
REEP1	2.7291129304819	2.49560377772821	2.80156874605084	2.84207673205818	2.59223375701799	3.00225005647689	2.6806637722677	3.00241929801514	2.66379403729176
KDM3A	4.11355475725407	3.69020995990731	3.97271648044323	4.13831640406407	4.03755400552119	3.9283321203681	3.81869620425236	4.05373584481497	3.76003143551258
CHMP3	3.14411950317743	2.55139498694897	3.47800351157699	3.48284619997074	3.32938442949364	3.41082660616431	3.20149800110911	3.05682515982217	2.99702861107611
RNF103-CHMP3	0.172273456610819	0.120104150853706	0.100530100925893	0.0934260052974752	0.514303262815399	0	0	0.0889073623413125	0.273454703780504
RNF103	4.44198430837758	4.08037631973036	4.33644907780536	4.3564022279925	4.39136313422348	4.5093815044283	4.29145420257847	4.48368347481031	4.32644833789677
RMND5A	3.91790268691684	3.56045513959496	3.88165383698509	3.66849314129709	3.75804578094369	3.64494245703736	3.6221362287814	3.80772140957792	3.61721039372281
CD8A	0.714227074028038	0.711742691548691	0.412905743245472	0.576756332836823	0.478528231141447	0.655048416916825	0.47369214799118	0.609143729748984	0.712677442668316
CD8B	0.156329437958373	0.393246440478618	0.333975548384359	0.445948242204768	0.568618407186373	0.569498781848811	0.172871672573283	0	0.170626029499844
ANAPC1P1	0.56864000701697	0	0.498091605585837	0.467021033091351	0.594391422539233	0.422800604929612	0	0.68285659966236	0.339123792719953
RGPD2	0.0277800347093923	0	0	0	0.069346310225521	0	0	0.0551612357758605	0
RGPD1	0.152961062401414	0	0	0	0.075817301728193	0.032135563446527	0.0254154856049587	0	0.0250684534024695
PLGLB2	0	0	0	0	0	0	0	0	0
PLGLB1	0	0	0	0	0	0	0	0	0
LOC285074	3.28490234083644	3.05609915635012	2.75509273984208	3.43860517391093	3.3017329107047	3.09339084903629	2.77342635216248	2.89319851976416	2.73341724193421
LINC00152	7.05898271298413	6.97237211237702	7.20219072143647	7.16209281572343	7.06169501189456	7.27552736616149	7.17196964529459	7.30353752917351	7.34378989695448
MIR4435-1	0	0	0	0	0	0	0	0	0
MIR4435-2	0	0	0	0	0	0	0	0	0
KRCC1	4.77381817268672	4.19945029932436	4.70014474031915	4.94184143569013	5.07717847637747	4.84267327376695	5.23440344789723	5.02480641379061	4.72423311095619
SMYD1	0	0	0	0	0	0	0.0754909612575315	0	0
MIR4780	0	0	0	0	0	0	0	0	0
FABP1	0	0	0	0	0	0	0	0	0
THNSL2	4.05327985089949	4.25340465244406	4.45329591196437	4.14985709292844	4.4622764222163	4.20468126282355	4.05383286098839	4.25827617067745	3.91425752193118
FOXI3	1.43026197647858	0.549973842592053	0.974105881084757	0.619577772995317	0.894185137032502	0.967716828114174	0	1.43237773096778	0.802177014921914
TEX37	0	0	0	0	0	0	0	0	0
LOC101928371	0.316007779180233	0	0	0	0	0	0	0	0
EIF2AK3	3.51685535281844	3.05448961992848	3.35294178583903	3.23250692132611	3.21944923647833	3.47514072883547	3.24751499291122	3.48468903680497	3.20614272987845
RPIA	5.13640645762578	5.01318896964211	4.99061705129113	4.86062705457316	4.84634123467133	5.19036274429755	4.8264432407618	5.11067890497256	5.15155582072865
ANKRD36BP2	0.168184569976358	0.225596854447756	0.508039550395107	0.605730124771687	0.503384038872455	0.606817807656489	0	0.319461090661167	0.625304433438598
MIR4436A	0	0	0	0	0	0	0	0	0
LOC654342	6.39380206047875	6.46140404030374	6.39722123224633	6.19690625822623	6.26332230459565	6.52683082505375	6.32982452220711	6.33514951816368	6.64242402482792
GGT8P	0	0	0	0	0	0	0	0	0.130223636334757
ACTR3BP2	0	0	0	0	0	0	0	0	0
FAM95A	0.618431102950225	0.573803563480526	0.266660102369432	0.556316007675697	0.610834117922071	0.461775297798995	0.842971825964708	0.778436987945817	0.57459130492019
ANKRD20A8P	0.0817272957053438	0.110747857446019	0.179707471477893	0.0860863393494081	0.0692971133434527	0	0.332642243569041	0.159423395082268	0.0894120444765445
LOC442028	0.329917105198169	0.337771589660675	0	0.0945937021297027	0.406401842305842	0	0.280179426865741	0	0.098237017575428
TEKT4	1.23275738308383	1.96511917654908	0.991121462756597	1.01248745407898	1.09750518098564	1.06184487828416	0.808086086528986	1.04496296515112	0.612551282160859
MAL	1.42930401886184	1.02158929345837	1.43974061251491	1.67044631235293	1.28061361351412	1.64230040716215	1.03300319428705	1.70612150348908	1.51468467831738
MRPS5	6.19973349799936	5.86965560953248	6.06496356210026	6.10985578492563	6.09146495686185	6.11770232052191	5.90035895205508	6.07354942269263	6.03784263809127
ZNF514	3.47001234593075	2.93953631964508	3.36019834034734	3.33419828499217	3.33260442751426	3.21442219498286	3.07482072313702	3.26788276084254	2.74682414447981
ZNF2	1.95544030558097	1.85871892522778	1.89902434924287	2.07216945877141	1.97268522618051	1.66860059955182	1.64817955971214	1.78978895455166	1.99351383033592
PROM2	4.4277698332525	4.19099598517213	4.30943328613273	4.31008442222336	4.43601358883964	4.44872917264377	4.31507345238271	4.24699412164555	3.85181392339869
KCNIP3	3.41174067834047	3.23939334319226	3.07430526207751	3.4024153878199	3.15395336893587	3.08677462550053	2.97469744631219	3.10499724761024	2.78887240259707
FAHD2A	4.96911470268607	5.16860622792689	4.9804004693955	5.28809948767357	5.08037666532953	4.97418343974195	5.34315521403162	4.91032709504534	4.90323705361744
TRIM43B	0	0	0	0	0	0	0	0	0
TRIM43	0	0	0	0	0.415093823533791	0	0	0	0
LINC00342	2.42667867850181	2.27444988323705	2.6711957244735	2.50821302834407	2.39838376081971	2.51691388011802	2.57145156268772	2.66592880009472	2.45966781052812
FAHD2CP	1.70467019367805	2.62183034612541	2.55015719308368	2.15157073381072	2.55456761094642	1.46966872789091	1.56304790991566	2.59285787541707	1.4073219040273
GPAT2	4.16117063988468	4.41435835143647	4.28779471444097	4.32320984579727	4.29339341017978	4.23508987733367	4.13728924598366	4.08911345409134	3.9960497399631
ADRA2B	1.30062127354727	1.45520079005954	1.24833193873566	1.09830789500372	1.49888834011159	1.6148813891626	0.83062392925618	1.1861500019444	1.08181797540708
ASTL	1.31350187275587	1.97718866448619	1.08878378019593	1.36011572401372	1.56108189594445	0.763838284005746	1.90833235409695	1.49558032659418	1.29186163002383
DUSP2	4.20097204431211	4.80405801092018	4.64275283190837	4.30369981830116	4.43856391137642	4.61134534583855	4.29561671942751	4.25310837274209	4.47937423262995
STARD7	6.83285541423385	6.53021780261413	6.77561783491506	6.77153686069752	6.65733031220039	6.76198205535689	6.55048987719654	6.72722335955463	6.71077092422274
STARD7-AS1	2.7223716499322	2.62969235867383	2.38280479615429	1.89778847984781	1.88398746956514	2.39243279162567	2.24398141269732	2.23663763878159	2.56415185139748
TMEM127	5.59306110760776	5.50982011201159	5.59159990816554	5.64052927244572	5.65934324332348	5.52677367356953	5.43702012942521	5.45151315038056	5.32489268711358
CIAO1	5.90404480324321	5.78461025549549	5.91665860663662	5.96195281839053	5.99187436248862	6.04764115819278	5.87848934510719	5.87506980342321	5.89309963506075
SNRNP200	6.51463797950457	6.41976739553859	6.50239304454345	6.47207072248116	6.45906073461575	6.49404708845795	6.44655701666302	6.38483317715826	6.3298406237446
ITPRIPL1	3.41423161834721	3.37334086885333	2.9832426019711	3.11539646116978	3.22841671120173	3.14301672306585	3.19818632996292	2.7892665955086	3.1502079179299
NCAPH	3.48122001721796	3.08591585950297	3.38420595900375	3.74035870600042	3.53362528155323	3.36546692079137	3.38187665446242	3.68417326358384	3.39600109312021
NEURL3	2.38923194387143	2.98820648668408	1.97866478774386	2.1667452437952	2.10991757209147	2.12168838519769	2.19056254287077	2.36318474180758	2.43909681727275
ARID5A	5.68973041276876	5.94318985567015	5.81744547008482	5.57115776951347	5.65893871661471	5.42962770582834	5.29601140903904	5.43879642866783	5.48618195516516
KANSL3	4.56600748727312	4.31149720159811	4.41474069793801	4.62817463520458	4.66288348111624	4.44472636807099	4.42429931097588	4.459391834086	4.33132309558504
FER1L5	0.0901583837560835	0	0.0519885361847074	0.0482572823539815	0.0387465250640033	0	0	0	0.145496261163765
LMAN2L	5.58609665335257	5.48437388908586	5.72339483098248	5.87661441535436	5.71541395775828	5.57516857729462	5.88668873981378	5.52757575318483	5.73790226528622
CNNM4	3.9732316043624	3.91571460750017	4.13194385221027	3.93909283137722	4.04111011548191	4.01253887110176	3.57947165938292	3.95991043261658	3.87173068927773
MIR3127	0	0	0	0	0	0	0	0	0
CNNM3	5.42442757130384	5.30083379121454	5.29920319452469	5.32914759740021	5.30367503961525	5.20726766308909	5.04188239821488	5.19846415736181	5.19218626037162
ANKRD23	1.86829629914645	1.54989007988538	1.62015024881362	1.74832824723133	1.2623066930816	1.83562235090279	1.07434502350453	1.65945569491863	1.29516328774932
ANKRD39	4.7782184937214	4.9389176164312	4.71201616927929	4.59206610882756	4.75174855512097	4.33198259627166	4.58799730562913	4.58017866193373	4.80290911222241
SEMA4C	3.81433162773627	3.73154462467496	4.13622331172729	3.93490400526256	3.93414334599516	3.81489814433222	3.55056766318346	3.7084323783147	3.63557667984124
FAM178B	0.191904175850863	0	0.112301480812997	0.104395262535426	0.0841383807449959	0	0	0.0993641276683533	0.209225187873667
LOC101927053	0	0	0	0	0	0	0	0	0
FAHD2B	4.62486799319395	4.73845457885419	4.6905910584902	4.70886069567739	4.60103649153692	4.54884943686079	4.92318813922765	4.64773658034459	4.52816540877456
ANKRD36	1.60766250955655	0.986268361418241	1.55668511223861	1.55781274952523	1.32085558369359	1.72646210380833	1.72921305943755	1.7631624149498	1.55907875701895
LOC100506076	2.27989718810011	2.56737067294817	2.80688897611793	2.68356857104173	2.41709788723547	2.72630263625049	2.47909099544906	2.76514187039275	2.90431729271285
LOC100506123	1.07582396689211	1.33152467390462	1.51055109305334	1.83647351631887	2.1471747154037	1.57449658067174	1.82653338811141	1.58444288959293	1.77851766870917
ANKRD36B	1.05103717484006	0.834050284449624	0.650129864217196	0.957865306237565	0.653689237276017	1.14337293654486	0.906450529267071	0.97604712348992	0.594157500169826
COX5B	8.75977602580386	9.36440428526987	9.0597037437405	8.87296985910915	8.89011608888834	9.04831249351389	9.05903151632019	9.06936623499573	9.02239879468843
ACTR1B	6.28746051241618	6.11835865177756	6.45052605749834	6.37413212702718	6.32220558057505	6.27648430024987	6.28781118997555	6.13771346441068	5.98765615144298
LINC01125	1.67241265030291	1.43890736252841	1.27647976143368	1.10690482003224	1.50930535648137	1.67924686987335	1.45309069857031	2.29728385515674	1.24561858508288
ZAP70	0.224323428533933	0	0	0.340515304017748	0.0989747698609412	0.161662348294129	0	0	0.127331774889131
TMEM131	5.21965154503469	4.66309679747674	4.88146960301071	5.17509627210048	5.21568836198225	5.01457732465199	5.23986776694878	5.08566721123203	5.1228378899253
VWA3B	0.124489011441908	0	0.072145321522137	0	0	0.0888493039241312	0	0.183324878838407	0
CNGA3	0.152087940912441	0.204383694592472	0.0884930044251017	0.0822154672897311	0.248191120852498	0	0.318834174849386	0.475111456108575	0.0853960144980028
INPP4A	3.23354356085634	2.97495985071013	3.3965561779209	3.42034690088158	3.33759454158676	3.34125585067481	3.08402121726652	3.27358600139612	3.280651840284
COA5	4.07537473119882	3.94648278620783	4.20909574505866	4.30544279270781	4.40838519821091	4.42478035363205	4.34018764016868	4.58820779230434	4.10440916611837
UNC50	6.18092181943516	5.60562588698803	6.12615397389082	6.20003093027546	6.04074004454746	6.26266422179172	6.08485191066859	6.23186500816206	6.1087466958736
MGAT4A	2.32749366383194	1.79742785529221	2.15673882120261	1.88873565962593	2.23614092248323	2.16041010140113	2.15858788553229	2.33739267470961	2.14308472189607
KIAA1211L	1.95415853207565	2.11439873856897	2.5929348804269	2.37832905803309	2.21431546964722	2.50492528406496	2.21045180078137	1.93590908348878	2.11624418839684
TSGA10	1.50694255531255	1.24821026037358	1.74431357479801	1.64152034068946	1.40565580335006	1.53034060223078	1.38642832521652	1.42143476540252	1.56534051808157
C2orf15	1.84102380182403	1.80555508317906	2.45811422933091	2.36931261163935	2.27729005734161	2.07464115352236	1.82158825949829	1.90340195051925	2.272922338549
LIPT1	2.1343026895145	1.66698047656529	2.35027242038342	2.04595260092376	2.32909428231785	1.76111259846678	2.48435894553766	2.63306664547898	2.08886849365854
MITD1	5.37260787101412	4.95073414859753	5.29468638789419	5.17840803140414	5.13472668320266	5.21405327143914	5.50612368526835	5.3840519972451	5.26261352774086
MRPL30	4.62484619561981	4.29218026373373	4.60230417061536	4.69896450081246	4.66699999834724	4.64373953540155	4.68692171943138	4.67153414568597	4.44252558616608
LYG2	1.89171420605368	1.23229667541709	0.88073640542744	1.49559741530645	1.889315974412	1.25675169258406	1.54534646536743	1.3115298171093	1.05750041268828
LYG1	1.5580605693998	1.30969749945547	1.6838820185762	1.49747713241823	1.40145051503551	0.936401070986062	0.783231732511523	1.75798399123003	1.410948788957
TXNDC9	5.75078734043299	5.07583590669033	5.42633054335698	5.73364380996793	5.87568138064652	5.67409540346975	6.08133983910985	5.90678865758869	5.65925606183828
EIF5B	7.49170413424479	7.22789333213421	7.25905253203101	7.49468005909741	7.47362384610358	7.53000266436953	7.539954447069	7.63079491887877	7.51848275444696
REV1	4.07164094827838	3.74769293994695	3.90059785378485	4.22377115461829	4.02987175994071	4.04248073667052	3.96115822199725	4.2567074007178	3.99720458366642
AFF3	1.66081776391493	0.892030085841467	1.489627505902	1.44951779255264	1.25422175087442	1.34607785069883	1.29197823703978	1.45904680980984	1.22833374656156
LINC01104	0	0	0	0	0	0	0	0	0
LONRF2	2.44860647951975	2.39856013466212	2.30869800328606	2.3966881677923	2.26790927321731	2.56033781359574	2.33230341659069	2.48351427509189	2.15080949861102
CHST10	4.56282236227857	4.19687884009702	4.61708158696513	4.33722608745314	4.47638397663204	4.4679855805716	4.16374926434183	4.26716313169276	4.49972069559554
NMS	0	0	0	0	0	0	0	0.52813850607612	0
PDCL3	5.19445829227487	5.05059954336403	5.14643203092401	5.33104956752785	5.27785829533496	5.50204144574265	5.39802115390745	5.32520962984166	5.3007320318543
NPAS2	4.31939909754122	4.05747544821845	4.58742782740389	4.56755524045799	4.42463863361124	4.33116535583571	4.25279076901897	4.42683801320022	4.08734873231059
LOC101927142	0.353251529045179	0	0	0	0	0	0	0	0
RPL31	8.42758274294517	8.89876532296285	8.56242158250324	8.34737865641533	8.39890144012734	8.73029719535328	8.61479904928609	8.77354412159101	8.7526084509087
TBC1D8	3.19372247782879	3.14367981945703	3.05957080987018	3.24620110524178	2.91300338648327	3.35535914331011	3.09014268215597	3.30633718413699	2.75945377232537
CNOT11	5.59952366582914	5.25599896240309	5.56983436611442	5.72487955180982	5.65367316530294	5.73368278821885	5.60074837418764	5.55919235410312	5.50326620769473
SNORD89	5.6376395320773	6.13652812283873	5.51855434232004	5.65781240495423	5.81870692108078	5.67965334376889	5.2692927675159	5.46782313196227	5.76860701956195
RNF149	7.29225800110985	7.11406826472007	6.99305251670227	7.05184552607208	7.12202516885114	7.1835650783512	7.27531504383736	7.20385308734418	7.18742063759254
MIR5696	0	0	0	0	0	0	1.92565970433652	0	0
CREG2	0.316495872678856	0.223919388431906	0.355187593161685	0.255905692033486	0.271534990649447	0.332678632098025	0.4233745500553	0.0860617603608845	0.343794992642232
RFX8	2.27356658296334	2.56350094653726	1.7015887651311	2.13531419751444	1.81009634657054	2.32515354408869	2.35846241207309	1.84963132188962	1.66511999565905
MAP4K4	6.35064396157968	6.05525083190062	6.27014055333243	6.42404850162731	6.41881244503098	6.24770664668926	6.14180384718287	6.132620923962	6.11293615017431
LINC01127	0	0.912260449840005	0	0	0.446381145112499	0	0.30903583447522	0	0.556972406831433
IL1R2	0.462260674655589	1.02438728576011	0.653602244363537	0.614727303980915	0.278075789968808	1.16501369430529	0.879882833743125	0.324680287923092	0.351874462074025
IL1R1	4.48972752296346	4.06293675828677	4.38168500778644	4.4615152543634	4.63629336034044	4.19954926818024	4.22114577325996	4.30831771501059	4.04506201276964
IL1RL2	4.08831882234652	4.09610925420749	4.28297601771218	4.07516358331752	4.1409743271234	3.87424137947063	3.97996953538033	4.02531981321012	4.05754512364509
IL1RL1	0.956790632163387	0.717278832183894	1.01589820813779	0.537268602884687	0.657870870192305	1.14137166187569	0.607226639797853	1.16561400568297	0.768756062788298
IL18R1	4.02200790612059	3.83099579739409	4.22824829510387	4.04235514031139	4.11837090909132	4.1060453611678	4.33154359582808	4.08521354776031	4.00184131859329
IL18RAP	0.911438853031128	0.990351257752873	0.629293629366747	0.948094040254784	1.10390292830545	0.92838410177236	0.849351273178151	1.08663958086596	1.15697764588344
MIR4772	0	0	0	0	0	0	0	0	0
SLC9A4	0	0	0	0	0	0	0.0806540207825399	0	0
SLC9A2	1.92247545099421	1.6564078992553	1.88119385279197	1.96443508520413	1.95863886043119	2.6470554401902	2.22418711378742	2.08086803538178	1.75338108827406
MFSD9	3.79543460659753	3.79464592091018	3.63510305080833	3.79100436791855	3.74552029528832	3.69190266970395	3.71518985552366	3.58655962351525	3.42114531060915
