	GFP-1	GFP-2	GFP-3	GFP-4	GFP-7	GFP-8
MYLK2	0.592584976753971	0.35197607197484	0.283543805024819	0.33983281394789	0.198078478528232	0.302763235018993
FOXS1	4.86265035604003	5.21667555079129	5.31794312204232	4.83693925599268	5.22838580154231	5.07818807290731
DUSP15	0.987220104009174	0.699052249675263	1.31474877551197	0.51406856277156	1.12824885301802	1.15255352685221
TTLL9	0	0.253494832644472	0	0	0	0.139415840616409
PDRG1	5.45212763719076	5.47951887687328	5.33342007217638	5.55647865672456	5.33335716240414	5.25880948544643
XKR7	0	0	0	0	0	0
CCM2L	0	0.242296072591336	0.238390878206711	0	0	0.536804305890889
HCK	1.85197851883992	0.960874701502543	0.898027159798814	0.112681650910759	0.8320375415819	0.192615486055568
TM9SF4	5.91087022466106	5.94407171903087	5.77179905299188	5.86076151817942	5.90110738023103	5.89054209805623
TSPY26P	1.46020460066807	1.09983342831559	1.32062621231668	1.24719445944812	0.927634533177026	0.488082477327098
PLAGL2	4.27506272022749	4.20243741621274	4.34752465543176	4.12333156761653	4.09671774473861	4.11643334631098
POFUT1	4.79708581220671	4.81741814651014	4.52351644453854	4.65271078614338	4.68122167176266	4.62988560563584
KIF3B	4.67415901467047	4.6690699200449	4.67716875647873	4.39394610211532	4.38720730921627	4.55853317362249
ASXL1	4.67323214627837	4.77170996100303	4.74720076706806	4.51606460031146	4.45577697221219	4.4401032073856
NOL4L	3.55905863832425	3.62494642183785	3.38178644783082	3.58102985291849	3.27371310923089	3.41165316032134
LOC101929698	0	0	0.228055737308984	0.394146527953937	0	0
LOC149950	0	0	0	0	0	0
C20orf203	0	0	0.0885193887229843	0	0.0406630186165977	0.14019196387345
COMMD7	5.39924811549106	5.53073962951245	5.37402597601638	5.15569949434754	5.38033892745064	5.40530250839163
DNMT3B	0.845329222890328	1.0239041856732	0.726884626194098	1.2152861385329	0.939134238582082	0.93778551090875
MAPRE1	6.85850801307237	7.06656527522927	7.07881038662265	6.89577767439687	7.16804946704915	7.00620297003493
SUN5	0	0	0	0	0	0
BPIFB2	0	0	0	0.133030613790556	0	0.117587466800163
BPIFB6	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0
BPIFB4	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0
BPIFB1	0	0	0	0.147163095319697	0.11014518161101	0.130152249225042
CDK5RAP1	4.85669910364803	4.7710371761845	4.9329202995378	4.88129042653455	4.95007957550386	4.77655903637283
SNTA1	3.43585874784947	3.76535232496782	3.47375820446508	3.06538803356099	3.4300713989325	3.49981107028962
CBFA2T2	2.95858367484394	2.99274546689035	2.85686379667677	2.87282252404714	2.7202709822782	2.93582602472043
NECAB3	3.39673150212285	3.39749840211589	3.28924752110954	2.95062652102212	3.15853884276857	3.30391210505598
C20orf144	0.996804205482199	0.857857092985159	0	0	0.971962419193409	0.893851318012127
ACTL10	2.14659346181727	2.30963460205083	2.37503453604826	1.9043964611496	1.80726247793421	1.93126221438826
E2F1	1.21014280199861	2.9953265164346	1.23141429741688	1.11618141682816	1.922594020183	1.18150028641259
PXMP4	1.93564484676471	2.04540617487984	1.83585688564497	1.96940698921868	1.91711807716242	1.77449125866675
ZNF341	1.70462645050504	1.65821819103198	1.47487327287653	1.6907479020031	1.36154469733751	1.37543291257787
LOC101929746	0.730171372156821	0.309088630224939	0	0.654606154119923	0.277505291824779	0
CHMP4B	7.93071048045444	7.97007902309449	8.07900445914094	7.93408498138279	7.84302572525338	7.93968209541704
LOC101926888	1.73216785990137	2.07571392295504	1.36717699231598	2.01286840550027	1.7852122563184	1.55631069740851
RALY	6.14001850950829	6.3119758938393	6.28567563119522	6.24040022461112	6.16570116714428	6.18051781734264
MIR4755	0	0	0	0	0	0
EIF2S2	6.850413571457	6.91444031698766	7.11909533956058	7.02324815319686	6.98830822757261	6.99219396709699
ASIP	0.313741588437439	0.842271153790212	0	0	0.304060374172262	0
AHCY	6.76663933919743	6.78903105471168	6.71377569575694	6.73595683574003	6.68089207977465	6.72226104341854
ITCH	5.28180471046855	5.23080862239993	5.20785922678845	5.36545300649609	5.25209420212366	5.10386139011178
MIR644A	0	0	0	0	0	0
DYNLRB1	7.21057738271006	7.21934046545294	7.41933545722096	7.01027853459575	7.26870931650754	7.16721358225277
MAP1LC3A	4.69064272207705	5.11369244096132	5.29803001831226	4.47611848782604	4.91308648134469	4.70629520307314
PIGU	4.73511668155286	4.56457118443831	4.50907753057734	4.53421216887866	4.73216488802008	4.80102675178043
TP53INP2	4.9779032554306	4.94794963737388	5.0164205486906	4.78545157632522	4.66786116311746	4.65284383856564
NCOA6	4.34808462665891	4.22521099682384	4.24100090894969	4.11779606924357	4.056389493633	4.08743828263098
HMGB3P1	0	0	0.227461741037196	0	0	0.45124300619952
GGT7	4.75538894922014	4.66559523953979	4.52357811182586	4.7087273709591	4.39815295471191	4.79719748635043
ACSS2	4.72084289558297	4.78840466974239	4.54947960629237	4.63648037797326	4.42990753933627	4.65849719553265
GSS	6.19090540543112	6.05473897277694	5.99217983021802	5.99467675262716	6.03115090532946	6.10237352325281
MYH7B	0.17541037225252	0.38377617830153	0.591408804690257	0.420103258508676	0.169747435936121	0.136263696586544
MIR499A	0	0	0	0	0	0
MIR499B	0	0	0	0	0	0
TRPC4AP	6.94302427508251	6.8766858236948	6.78729539864234	6.83920985685013	6.76204468135895	6.86315930249603
EDEM2	5.19838540403191	5.02074921607821	4.8926491367018	5.08812331348538	5.28430182706201	5.09101204425762
PROCR	4.89604864329283	4.96170860555377	4.83230857529937	5.15453179960589	5.32390104241725	5.36498646981667
MMP24	1.56778702848215	1.77493344882935	1.59926479142795	1.91920502525723	2.04631661370283	1.93438215967018
MMP24-AS1	5.37138652407445	5.50985877655064	5.54246612423568	5.04543264048499	5.25886998633568	5.2232852419508
EIF6	8.00791250921004	7.97069589489046	7.99172541199758	7.88851414106408	7.93771413666425	7.98964284697698
FAM83C-AS1	0	0	0	0.588778832162198	0	0.529127455577766
FAM83C	0.0632410111989708	0.0686720818047094	0.13198058648077	0.303713285614306	0.119759668727991	0.141429213278768
UQCC1	5.10839635534078	5.16202389627456	5.15996677666865	5.32253197215912	5.1119511913724	5.24405670204525
GDF5	1.29942959618499	1.78700563616345	1.741160139915	2.26923637133616	2.1409969154446	2.10060226379362
CEP250	2.72777381811952	2.76632256991933	2.44014840034145	2.53363510870893	2.26372764561807	2.48115109264135
C20orf173	0.161209837202398	0.17456133907292	0	0	0	0
ERGIC3	8.14875132048391	8.06242020756889	8.11076290755774	8.12441820044666	8.32673879357577	8.26338992915786
FER1L4	0.726952725033293	0.655169059465123	1.12080319862993	0.826651928492227	0.493859588255738	0.617612372580652
SPAG4	2.43209841802949	2.55820177101101	2.81915971150412	2.11134759589687	2.00705498749065	2.70092708180852
CPNE1	5.76794206923898	5.73841932861952	5.95778378484828	5.82317590840761	5.6319160347182	5.82399402037355
RBM12	4.71211945184801	4.71499511007703	4.73410551345136	4.82338810725206	4.91030889371357	4.73691818384488
NFS1	4.15895190755901	4.21783673778913	4.12541062395819	3.94725976002698	4.08394830516796	3.89264539962211
ROMO1	7.39848518127305	7.33723594591375	7.57097262275834	7.18015600831036	7.29495430703936	7.21071270540592
RBM39	6.97942127153382	7.08387734026092	7.14819253210585	7.17189891565351	6.90248553378643	6.96514003784661
PHF20	4.51108642717152	4.40648366082189	4.30353309037859	4.2513763211317	4.29202377325733	4.30533707571052
SCAND1	5.97533623038056	5.95234396007105	6.03508227022644	5.6962319254629	5.7301983021809	5.92901014315437
CNBD2	0	0.310675944304037	0.305780532652831	0	0.0990966985313124	0
LINC00657	7.07862251851751	7.02665295294043	6.90047756866226	7.01913765016636	6.82556109985006	6.84939022383962
EPB41L1	3.50226921724944	3.17659085211301	3.1539788654465	3.24108548012046	3.0103497154804	3.05944656596265
AAR2	5.70757141849651	5.83824280448598	5.86167224465572	5.65441073709194	5.77126802339019	5.71850909176943
DLGAP4	5.9501853823985	6.06989750001063	6.13373679237329	6.02168652721792	5.92509712436225	6.00313421774627
LOC101926987	0	0.173607504226155	0	0	0	0
MYL9	10.3497961421446	10.7054486977795	10.8004040620863	10.1682311878069	10.8526493853713	10.6254225475624
TGIF2	4.4685492395279	4.58742982395808	4.58333652105417	4.51748759708319	4.38973280266752	4.48930849071219
TGIF2-C20orf24	0.176521153604877	0	0	0.59497481894718	0.170824439114866	0
C20orf24	5.81965912894667	6.20072083746497	6.13644578345369	5.94340370621809	5.91591992407291	6.04289811006929
SLA2	0	0	0.0832149326984323	0.101134133637916	0	0
NDRG3	4.35870728459319	4.41026926074817	4.24815748742179	4.07762650561217	4.37537103835493	4.17294642058885
DSN1	2.83667706729418	3.37603214771839	3.03027050800346	3.2213001224599	3.47573939210598	3.15426572292487
SOGA1	2.95063829320027	3.11123382757153	3.016231809274	2.72487890801976	2.70296003711052	2.77969403398707
TLDC2	0.980490661289607	0.682554978005371	1.17830237350793	0.447286191851121	0.797795732893201	0.96983485846059
SAMHD1	6.65258155902465	6.64002231708706	6.31995230385347	6.27351432862268	6.53830013318168	6.47058833379454
RBL1	1.41104164878279	1.74962045013974	1.73178664308176	1.41075355215633	1.85434057281369	1.29763743137025
MROH8	0.827156354423698	0.668651880543641	0.768424794868796	0.684588050694582	0.607280663712159	1.13825591446823
RPN2	8.50196027991826	8.4677326186146	8.32523404463568	8.42403940632632	8.48614704435501	8.5150075508352
GHRH	0	0.417416200851104	0	0	0.376132677997051	0
MANBAL	6.216495849727	6.09285646089105	6.04780402336616	6.22966126789435	6.47136807633026	6.25287210160734
SRC	6.01850437493855	6.03158800618568	5.81457033014856	6.04595317499031	5.61780935482755	5.84873022334855
BLCAP	6.35143929965058	6.42339695071165	6.19222829908109	6.48727974804908	6.71426936760142	6.53594198012253
NNAT	0.725763786980431	0.77506676363912	0.662078352346019	0.997912505607832	1.03727011566754	1.17137543806123
LINC00489	0	0	0	0	0	0
LOC100287792	0	0	0	0	0	0
CTNNBL1	5.38467340993532	5.00614572332718	5.44029395413563	5.46364372949874	5.49397922738821	5.37797544927215
VSTM2L	3.35898898082743	3.58725111745989	3.33986335140599	3.47502716516713	3.40219915869947	3.33093928977088
TTI1	3.93368397180542	4.22846364170628	3.93880633029082	4.06450227089829	3.96325541678803	3.9996793119105
RPRD1B	4.58994836458188	4.79012751762437	4.71702146479082	4.71645815507965	4.59138513438038	4.6070519573917
TGM2	7.626459790592	7.7965944860464	7.66654947434979	7.89916601148594	7.63047564595107	7.93280327596125
KIAA1755	1.28579536264159	2.29972183863523	1.75062578834198	1.75351314800179	1.90117246269762	1.57695164836452
LOC149684	0	0.805239183985177	0	0	0	0.839606984394996
BPI	0	0	0	0.138187301661409	0.103346871751475	0
LBP	0.104208670723639	0.407044988044992	0	0	0.445416655468649	0
SNHG17	5.84733749560199	5.58821980561197	5.71154208080985	5.64990405432389	5.32506347100429	5.5588076415727
SNORA71B	1.6258850358954	1.09416365260438	2.11940513182867	2.9668845715864	0	1.13675435300828
SNORA71A	1.02008538214218	0	0	1.88278268233982	0	0
SNORA71C	0	3.14226896291776	0	1.88278268233982	0.994840651545782	0
SNORA71D	0	0	0	0	0	0
SNHG11	3.7156582355831	3.62753317743208	3.60416024496019	3.80394957296631	3.64043754810323	3.76549105333465
SNORA71E	1.03080020930297	0	3.1383793718809	2.69036534263979	0	0
SNORA60	0	1.70919607181078	1.08069118733195	1.24104212628492	0	0
RALGAPB	4.71589830819387	4.61578624458333	4.58719405714065	4.73731484425597	4.63037867072345	4.60528213212191
ADIG	0	0	0.259355349366167	0	0	0
ARHGAP40	0.485337875724001	0.407419847101263	0.279456316673157	0.606723343011624	0.520555627729518	0.298426307967066
SLC32A1	0.0774020407480412	0	0.16070027177202	0	0	0
ACTR5	2.95474714009486	3.16501614345483	2.91560884377158	2.72486768213204	2.97333579748112	2.89636742013627
PPP1R16B	0.0640425595499661	0.289506186373763	0.368617568928348	0.0421809103579701	0.233091419377024	0.273412992489514
FAM83D	4.09762705646093	4.23204516916472	4.03194270035674	4.11599894677182	4.20839568450139	4.39252420543813
DHX35	3.22037434269873	3.22638870506963	3.06193453268906	3.10479394527311	3.14919149260609	2.94181211381776
LOC339568	0	0	0	0	0	0
LINC01370	0	0	0	0	0	0
MAFB	5.24011919502291	5.26615833338715	5.30473784181926	5.39777373232137	4.97117361094856	5.28932639275717
TOP1	6.83367766817297	6.7871638487179	6.70859214606055	6.97043041731209	6.91648526606841	6.87311649683672
LOC101927117	0	0	0.225348788493462	0	0.384597492631981	0
PLCG1	4.8274454359891	5.13710405017087	5.04140733202181	4.86006970690664	4.88048443704104	4.79773302989517
MIR6871	0	0	0	0	0	0
ZHX3	3.34062186459372	3.45066372385181	3.49902758407421	3.21973973304796	3.1996170871938	3.29459770875553
LPIN3	2.60230722921048	3.02608280090054	3.19112666955159	3.01771268535815	2.72710978643207	2.89289899305637
EMILIN3	0.24531706698871	0.215768825711607	0	0.0682738740041774	0.0507484242843323	0
CHD6	3.30832971956539	3.3651475245692	3.11590915899752	3.35645960927815	3.22466832635005	3.19222162788765
PTPRT	0.0936366814125067	0.133920433394891	0.0673431417794726	0.101718777739696	0.189435692208995	0.20680670391703
LOC101927159	0	0	0	0	0	0
SRSF6	6.07187695996664	6.13919027990044	6.31640969904043	6.35095090305324	5.97778058505216	6.22662341007049
L3MBTL1	0.907268540338966	1.22782370187958	0.984309134550677	1.06521643895002	0.853675880578983	1.00444117855799
SGK2	0.429155696510938	1.25217966489064	1.15989086337838	0.538934383623433	0.586774806544848	0.550422703425151
IFT52	4.48181108574122	4.5760587581407	4.61701553355647	4.3875182211244	4.66541283113888	4.54169344638817
MYBL2	0.689788807950743	2.62502077796732	1.02683817681067	0.679032411720412	2.26276754399004	1.08102452780945
GTSF1L	0	0	0	0	0	0
TOX2	0.487379592714136	1.02746762921529	0.568803855796963	1.0816467351467	0.705521078313607	0.657506153127213
JPH2	3.08310278250768	3.22334303002026	3.12667731994137	3.07013271168171	3.17773243251925	3.03874626311192
OSER1	5.79888601424596	5.75144297056864	5.90155017748057	6.00262788411702	5.94111775696295	5.98963102263997
OSER1-AS1	2.05047856416608	1.93925898703559	1.82364085555051	1.72443186045197	1.87373141784497	1.93308479834688
GDAP1L1	0.0675630587489321	0	0	0	0	0.150822909592817
FITM2	2.79151506303553	3.04440217805891	2.93515670166455	2.99446192322862	2.28142656409622	2.90059154559155
R3HDML	0	0	0	0	0	0.513934114539799
HNF4A	0.0369405964547579	0	0.0394519513157241	0.139752341256336	0	0.0423740791873761
HNF4A-AS1	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0
LOC101927242	0	1.28437874104004	0	0.517333422669258	0	1.09593856278765
C20orf62	0	0	0.282900112874952	0	0	0
TTPAL	4.46081176152228	4.46516506445314	4.42299915547972	4.55176960226187	4.31118414272798	4.4963481751768
SERINC3	7.2516883649485	7.32234811885853	7.05046879121403	7.39772202374211	7.32859938228104	7.35847101641322
PKIG	5.39215415722104	5.68847454333678	5.91315861767893	5.28850949452336	5.54687952876563	5.55462650245528
ADA	3.30596865566221	3.53337708304025	3.85420592178046	3.0467581640466	3.326674789351	3.37371643850856
LINC01260	0.45191521628652	0	0	0.214492523857967	0	0
WISP2	1.44243485020848	0.910319066387121	0.622979339321206	0.944610150126852	0.66496795521298	0.431233603815322
KCNK15	2.68593216074854	2.16175898220202	1.86205475490567	2.22106173013302	1.44975882081613	2.14171475189293
RIMS4	0	0.122837716925194	0	0.0504631609097133	0.0739529513442681	0.0875838525487511
YWHAB	7.72326545378144	7.81423917996939	7.80295506470359	7.65943549844447	7.90151380950919	7.82414316861874
PABPC1L	3.39630168058177	3.96756785511945	3.79623030134078	3.86686068880311	3.05946386048647	3.58831475468292
TOMM34	6.21170723176616	6.1584769728279	6.17388119415124	6.14907484118477	6.21246755676411	6.19636461697718
STK4-AS1	0.181537731602739	0.101572188020043	0	0.121211074373633	0.0905171215300864	0.107089574764279
STK4	3.62008912320053	3.64768709552205	3.36054550225796	3.45052926427394	3.43655700587206	3.44845419541211
KCNS1	2.74841471000588	2.31571133985194	2.00247718104196	2.46869420637682	1.80959833794025	2.21039021594841
WFDC5	3.18315795791773	2.43212390233953	2.91733122555558	2.84683756202975	2.21225371488723	2.32309446373039
WFDC12	3.09001409295836	1.92287439457629	2.2395792126794	2.75505070664509	2.06570643704551	2.05650737842387
PI3	13.0494782077664	12.2932349763064	12.2178476323688	12.3233298459359	11.6872717800402	12.081890079101
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
SLPI	10.9774314028829	10.2008709994145	10.2357473132487	10.4263652710628	9.89211450320412	10.1382629124924
MATN4	1.29503410901668	0.730342200603143	0.602178880886472	0.636290469255996	0.159637717233521	0.430915248530574
RBPJL	0.226055400432405	0.0861270818548496	0	0	0.149543714913256	0
SDC4	10.1067015809454	9.57314768721629	9.57258581445329	9.84103438812475	9.58675339419125	9.51129749191715
SYS1	4.2696895035493	4.17070458686418	4.10960344824157	4.16471721895187	4.25123545090156	4.22470736690175
SYS1-DBNDD2	0.276336036918286	0.156837120008598	0.293564370696667	0.186491244993012	0.594288111549957	0.165189042161139
TP53TG5	0.366514374446861	0.837276366768883	1.05802995799216	0.812470808567509	0	0.583622628554027
DBNDD2	1.64252195056799	2.47237266247661	2.36076462662234	2.29762875202008	1.60857011180006	1.86949587891184
PIGT	6.79158100773256	6.84310780466716	6.74361377326426	6.77789347558348	6.94922125470431	6.94016873080724
MIR6812	1.68558545122092	0	0	0	0	0
WFDC2	11.5331904656957	10.9368692519561	10.8067817857233	10.9960455499999	10.3361884025783	10.6772757212731
SPINT3	0	0	0	0	0	0
WFDC6	0.754950533344641	0	0	0.378085093372456	0.528768375525144	0
EPPIN-WFDC6	0	0.320400153245482	0.574011782977424	0.136983693079371	0.102436033486451	0
EPPIN	0.362114062141848	0.390005104481453	0.297165621174323	0.641049721892403	0.186212095801125	0.219024592534695
WFDC8	0.354085660996485	0.138656383686258	0.84231420481482	0.447474705005353	0.123735203626756	0
WFDC9	0	0	0	0	0	0
WFDC10A	0	0	0	0	0	0
WFDC11	0	0.323045083418923	0	0	0.290174519851321	0
WFDC10B	0.292165517294332	0.315238639832267	0.565494399250282	0.911007514312964	0	1.02284948918807
WFDC13	0.141960249567512	0	0	0.182916600185305	0.137326411790247	0
SPINT4	0	0	0	0	0	0
WFDC3	3.50544188284189	3.09810383262333	3.29212026488864	2.7547434272689	2.8952430008927	2.74557369648055
DNTTIP1	6.76959544428308	6.71388519587417	6.77947585725088	6.76207343310416	6.52893314485543	6.67044652106892
UBE2C	2.33817632813597	2.50043478397239	2.73577235310933	2.22734890482954	2.32959560780854	2.12667098094975
TNNC2	2.53393128394545	2.46803723149351	2.61393097259005	2.26685577529732	2.492498444734	2.12163639111045
SNX21	3.91029558986945	3.99371051484371	4.00880862149597	3.8182201637803	3.60233297949514	3.6928006317315
ACOT8	5.17529208682974	5.28393197208126	5.04382395285246	5.0231433341444	4.93558567981916	4.92498691817601
ZSWIM3	2.56480207210019	2.63071263813903	2.37408258142102	2.67053896503868	2.17112403660189	2.68508010106004
ZSWIM1	2.92932077558465	2.94505315618683	2.98374044409945	2.69080273116714	2.93298367029674	2.83646847425199
SPATA25	1.66469371440411	1.19408753714587	0.882567396098876	0.600164200961848	0.652315533047742	0.539562601566209
NEURL2	1.0519216929756	1.48778930484518	0.875284390981431	1.18620289098795	1.15382386688827	1.69719788434766
CTSA	7.62012847658251	7.62898558176946	7.38406571272075	7.44200667218014	7.49017253015536	7.51583087376886
PLTP	3.76199443885035	4.04231010679895	3.83757590637201	3.78228907333491	4.28863989727658	4.12887709137626
PCIF1	4.18595139680047	4.30948153007929	4.24311338385328	4.0479863149166	3.93794187895701	4.15920047968349
ZNF335	4.17889601260605	4.14369422185801	3.79093873563295	4.04046966338468	3.63076873039046	4.03722366107429
MMP9	6.94334501459877	6.63682961822124	6.63349963375761	6.70884812570557	6.84944643879111	6.46345325295923
SLC12A5	0.184044089148135	0.229835323458602	0.226115609394908	0.199408392345399	0.149918329619266	0.209606536372309
NCOA5	4.89288059368096	5.01485116531785	5.03249791967411	5.01542988880922	5.00654661113035	4.93972982856191
CD40	3.99316509651198	3.90154990029037	3.70172852696101	3.78020978209278	4.22653521714517	3.91887821851511
CDH22	0.101243437743619	0.055952670050334	0	0	0.233305095397493	0
SLC35C2	5.41747880215679	5.51253404114867	5.51688935940073	5.41897931350629	5.33915807631051	5.42974732880137
ELMO2	5.23133504297043	5.18006043796985	5.20771087024674	5.11675945335284	5.22901150703334	5.11863139843988
ZNF663P	0.167688691177521	0.740266197198248	0	0.403008724826616	0.440547447944096	0.510925864322128
MKRN7P	0	0	0.12811369359761	0.540310696274461	0.223802347330009	0
ZNF334	1.73762974133026	2.07814472948083	1.89502517822974	2.05082411648182	1.74671689146704	1.83318059281145
OCSTAMP	0	0	0	0	0	0
SLC13A3	1.90571271224994	2.21552953099506	1.53496875386431	2.18498147925498	1.89439003581056	1.92996184658197
TP53RK	5.37225372236219	5.30150129158552	5.36118660003967	5.34300671821723	5.22012019128803	5.40193086894842
SLC2A10	3.32355767590799	3.80472388201709	3.28879391283164	3.38065086676789	3.57324647792564	3.26661420420443
EYA2	2.88862622132013	2.47762882589412	2.10812564961075	2.66762626060807	2.35258891944961	2.35142218473131
MIR3616	0	0	0	0	0	0
ZMYND8	4.03726433566995	3.91871308255622	4.04943528543038	3.81957027635558	3.54813944508226	3.71357188751478
LOC100131496	0.394893279230043	0.0955958527165616	0.418507231325436	0.114124251878492	0.0851721991848798	0
NCOA3	4.46748090178124	4.45310581651144	4.26693777461451	4.19619386966186	4.24870823652696	4.10696253923085
SULF2	7.40825598622474	7.21074632175401	6.98471560370073	7.23165052343303	7.16205941372398	7.18133181843601
LOC101927457	0.205858281790422	0	0	0	0	0
LOC101060004	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0
PREX1	0.577183350947475	0.661506179488773	0.609600411801568	0.505289135012247	0.456088525697082	0.576876829894044
ARFGEF2	4.5526493653881	4.55818833367723	4.22375101631272	4.1644121426609	4.21416593349958	4.18320136680661
LOC102723483	0.584520071672681	0	0	0.407644066860163	0	0
CSE1L	5.67983243673842	5.82103957058186	5.62203181651108	5.70131303051335	6.00619357297075	5.79864402979491
STAU1	6.66711525708227	6.63132905868456	6.66312415139168	6.64190214603345	6.71506359430956	6.60488513177339
DDX27	6.13280697927125	6.07663745455365	6.03061130173991	6.13260154748496	6.06698490458738	6.11106925008368
ZNFX1	6.66501142852952	6.55035506727083	6.51450333495497	6.4820351485221	6.4422347363301	6.53088010764128
ZFAS1	8.19349116929159	8.16046968442919	8.50443108013245	8.2577384535204	8.00881751462443	8.07167881654663
SNORD12C	3.03267563908024	3.13995373718412	1.54575999247411	0	1.45120516750595	0
SNORD12B	3.74376844913603	2.80611719932771	1.97987747787241	3.3223631295289	2.93568617204202	2.52327938245852
SNORD12	2.51827812729549	2.14727359284703	2.12760895204132	2.35653277969998	2.82569279056002	2.6859003165549
KCNB1	0	0	0	0	0	0.0613049541802139
PTGIS	0.0712691126401149	0.319528147462854	0.217096175670795	0.0924794527467355	0.257771645619752	0.0413825210011004
B4GALT5	7.03754221137867	6.7146423017655	6.42865931796016	6.74057033352638	6.20351011761142	6.4615174101986
SLC9A8	3.95409498382954	3.67737704642636	3.50945183594136	3.69067366248591	3.22424175083554	3.57108470398881
SPATA2	3.69658196363477	3.72558583941451	3.5498051883135	3.48147871624669	3.3505123112852	3.43449087264563
RNF114	7.16029399254956	6.94617699244555	7.01992220139987	6.98523014264782	6.90913360156553	6.88158716026889
SNAI1	4.96670282635115	5.14483780297511	5.33868289022861	4.59428506547965	4.49852638037043	4.9897732128672
TRERNA1	0	0	0	0	0	0
UBE2V1	0.611073642464481	1.02854571107581	0.544030927264844	0.601304502073823	0.499624600038543	0.683574310856693
TMEM189-UBE2V1	0.0684901847274388	0	0	0.172635899326732	0.066199455215047	0
TMEM189	6.20202762328175	6.30453418008847	6.38575338318663	6.43725059123631	6.34621888835534	6.42321794831263
LINC01273	1.26821407057688	0	0.516220296587436	0.83931510001461	0.66269900869431	0
CEBPB	8.90884415672825	8.9827582852407	9.01105079387246	9.07437300703982	8.71727839399401	8.97766223377847
LINC01272	1.39142732518777	1.42725908835284	1.32706775093728	1.3081951011745	0.749890637357477	1.25034603695223
LINC01270	0.247118314854368	0.624838662637078	0.340596897052348	0.492696432428101	0.0842642444913918	0.0997309490242747
LINC01271	0.0882136042210377	0	0.0940989244741197	0	0	0
PTPN1	5.80293126545302	5.69041303719417	5.71773453409573	5.61141024561719	5.62124364422279	5.70867071727314
MIR645	0	1.40161551087242	0	1.57192012006706	0	0
FAM65C	1.30800969120338	1.34643191139621	1.61950236109812	0.781439834395414	1.15693658591495	0.846601882506092
LOC100506175	0	0	0	0.661189538293259	0.280667315871821	0
PARD6B	3.00160976483939	2.6821183797152	2.92690337943452	2.85378721340303	2.46276641969302	2.82306407196173
BCAS4	4.05735253162044	4.16293771425694	4.26813739846934	3.91950499400103	4.45156257284367	4.0023976844956
ADNP	5.31521651224015	5.30412348358319	5.10398390801172	5.22379271509355	5.25360237044192	5.16894969589511
LOC101927631	2.00980601104615	2.24568263080542	1.80755226322067	1.81491926321819	1.81762522811608	1.75366182381778
DPM1	7.28552207531449	7.16986818689589	7.36214987270164	7.60181640529372	7.47621281283977	7.43915709304008
MOCS3	3.63764876920281	3.50167066874587	3.44593453021312	3.65043918700304	3.35855733191092	3.58042703923623
KCNG1	6.2015598213019	6.44873593555409	6.55620865980066	6.24989672666357	6.28128329977473	6.43565742804164
NFATC2	2.20816782934376	1.96714530324957	2.27827441468627	2.18401532034915	1.91031890767161	1.7851785020996
MIR3194	0	0	0	0	0	0
ATP9A	3.82540495928382	3.79589870234491	3.59734263480199	3.64663478359919	3.57504565220929	3.51775284450046
SALL4	0.166279388719886	0.288661025882303	0.120422554381367	0.145957888918625	0.109231756265539	0.458786202374294
LOC101927678	0.0853792989399661	0.261812669603524	0	0	0	0
ZFP64	3.05580226408793	3.36323486647358	3.34892131412594	3.15802188475602	3.06954010738961	3.1297985637561
LOC101927700	0.0904560214936613	0	0	0	0	0
TSHZ2	1.5444860732517	1.95717619595174	1.53827646822986	1.6153232468064	1.62298003067956	1.49942648128145
LOC101927770	0.101469396872531	0.11006045201766	0.302947260395911	0.362628094916775	0	0.116020657352669
ZNF217	5.16366888754093	4.97033213550013	4.89179493699033	5.06684622436712	4.83043670894077	4.89813787470226
SUMO1P1	0	0	0.460789212746245	0	0	0
BCAS1	0.362643865261404	0	0.432012975539049	0.146317371220805	0.109504188393608	0.644347272753788
MIR4756	0	0	0	0	0	0
CYP24A1	4.00267014734737	3.4556874986513	3.16025224864255	3.42093457305214	3.08905414843846	3.28337641045442
PFDN4	4.870236226758	4.93474220035369	4.88834549147738	4.73489904307652	5.08666738459177	4.68431826612235
DOK5	3.2263414331721	3.34741137398113	3.95214694082518	3.3079823234369	3.349664597858	3.31960529555114
LOC101927796	0	0	0	0	0	0
LOC102723578	0	0	0	0	0	0
CBLN4	0	0	0	0	0	0
MC3R	0	0	0	0	0	0
FAM210B	5.9778294540348	5.88544977773246	5.738736880907	5.75202838507149	5.95176116882866	5.75212736916271
AURKA	1.56048035203015	1.55540642148508	2.11576662973768	1.79732058141273	1.98502695838338	2.29421732280968
CSTF1	4.59166094381111	4.41165275409618	4.3710599732019	4.30364308334079	4.45170530910361	4.54704487647893
CASS4	0.477060087405257	0.852288842411993	0.0656356475057152	0.701483950144208	0.705600124766634	0.263247930870371
RTFDC1	6.48832460533433	6.58223244148682	6.72052554780486	6.4928839964674	6.60266367021541	6.55553396249794
